                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    310,                0.68505,                0.34543,                0.86277,                0.74459,                 0.6358,                0.68675,                0.42896,                 1.3492,                 1.4065,                  1.516,              0.0039016,              0.0039016,              0.0039016
                    311,                0.67668,                0.33973,                0.86179,                0.74456,                 0.6348,                0.68645,                0.42897,                 1.3491,                 1.4079,                 1.5163,              0.0038818,              0.0038818,              0.0038818
                    312,                0.68514,                0.34421,                0.86314,                0.75116,                0.63122,                0.68674,                0.42884,                 1.3491,                 1.4103,                 1.5167,               0.003862,               0.003862,               0.003862
                    313,                0.66971,                0.33617,                0.85756,                0.75259,                0.63101,                0.68585,                0.42887,                 1.3488,                 1.4108,                 1.5162,              0.0038422,              0.0038422,              0.0038422
                    314,                0.67711,                0.34085,                0.86076,                0.75837,                0.62867,                0.68586,                0.42877,                 1.3489,                 1.4096,                 1.5166,              0.0038224,              0.0038224,              0.0038224
                    315,                0.68529,                 0.3443,                0.85934,                0.75848,                0.62913,                0.68561,                 0.4291,                 1.3491,                 1.4092,                 1.5169,              0.0038026,              0.0038026,              0.0038026
                    316,                0.68305,                0.34261,                0.86226,                0.76366,                0.62774,                0.68584,                0.42932,                 1.3495,                 1.4103,                 1.5176,              0.0037828,              0.0037828,              0.0037828
                    317,                0.67654,                0.34108,                0.85535,                0.76038,                0.62677,                0.68558,                0.42913,                 1.3494,                 1.4115,                 1.5179,               0.003763,               0.003763,               0.003763
                    318,                 0.6728,                0.33938,                0.86168,                0.75766,                0.63177,                0.68568,                 0.4288,                 1.3498,                 1.4136,                 1.5182,              0.0037432,              0.0037432,              0.0037432
                    319,                0.67167,                0.33765,                0.85817,                0.75682,                0.63243,                0.68544,                0.42879,                 1.3501,                 1.4163,                 1.5188,              0.0037234,              0.0037234,              0.0037234
                    320,                0.67492,                0.33989,                0.85775,                0.75819,                0.63258,                0.68515,                0.42886,                 1.3504,                 1.4179,                 1.5195,              0.0037036,              0.0037036,              0.0037036
                    321,                0.66984,                0.33742,                0.85824,                0.75293,                0.63237,                0.68555,                0.42879,                 1.3508,                 1.4178,                 1.5197,              0.0036838,              0.0036838,              0.0036838
                    322,                0.67579,                0.34165,                0.85834,                0.74882,                0.63316,                0.68548,                0.42865,                 1.3507,                 1.4192,                 1.5199,               0.003664,               0.003664,               0.003664
                    323,                0.67228,                0.33805,                0.85629,                0.74939,                0.63417,                0.68521,                0.42873,                 1.3502,                 1.4206,                 1.5192,              0.0036442,              0.0036442,              0.0036442
                    324,                  0.669,                0.33748,                0.85774,                0.74976,                0.63467,                0.68496,                0.42858,                 1.3498,                  1.419,                 1.5191,              0.0036244,              0.0036244,              0.0036244
                    325,                0.66914,                0.33641,                0.85599,                0.74919,                0.63432,                0.68546,                0.42878,                 1.3495,                 1.4199,                 1.5189,              0.0036046,              0.0036046,              0.0036046
                    326,                0.66741,                0.33575,                0.85839,                0.74594,                0.63457,                 0.6853,                0.42834,                  1.349,                 1.4202,                 1.5183,              0.0035848,              0.0035848,              0.0035848
                    327,                0.67101,                0.33684,                0.85822,                0.74674,                0.63497,                0.68544,                0.42836,                 1.3486,                 1.4193,                 1.5182,               0.003565,               0.003565,               0.003565
                    328,                0.66255,                0.33259,                0.85313,                0.74546,                0.63349,                0.68402,                0.42796,                 1.3489,                 1.4187,                 1.5185,              0.0035452,              0.0035452,              0.0035452
                    329,                0.66562,                0.33625,                0.85548,                0.74529,                0.63315,                0.68397,                0.42828,                 1.3488,                 1.4204,                 1.5184,              0.0035254,              0.0035254,              0.0035254
                    330,                0.66329,                0.33172,                0.85536,                0.75337,                0.63239,                0.68414,                0.42826,                 1.3486,                 1.4226,                 1.5185,              0.0035056,              0.0035056,              0.0035056
                    331,                0.65543,                0.32857,                0.85509,                0.75443,                0.63134,                0.68457,                0.42876,                 1.3485,                 1.4231,                 1.5184,              0.0034858,              0.0034858,              0.0034858
                    332,                0.65662,                0.33232,                0.85359,                0.75053,                 0.6311,                0.68438,                0.42882,                 1.3485,                 1.4241,                 1.5187,               0.003466,               0.003466,               0.003466
                    333,                0.66552,                0.33392,                0.85309,                0.75036,                0.63075,                0.68454,                0.42862,                 1.3483,                 1.4231,                  1.519,              0.0034462,              0.0034462,              0.0034462
                    334,                0.64883,                0.32581,                0.85383,                0.75444,                0.63027,                 0.6839,                 0.4286,                 1.3483,                 1.4256,                 1.5193,              0.0034264,              0.0034264,              0.0034264
                    335,                0.66051,                 0.3324,                0.85268,                0.75213,                0.62865,                0.68424,                0.42848,                 1.3481,                  1.427,                 1.5195,              0.0034066,              0.0034066,              0.0034066
                    336,                0.65872,                0.32947,                0.85409,                0.75125,                0.62839,                0.68398,                0.42859,                 1.3482,                 1.4287,                 1.5198,              0.0033868,              0.0033868,              0.0033868
                    337,                0.65371,                0.33023,                0.85191,                0.75377,                0.62713,                 0.6839,                0.42859,                 1.3483,                 1.4291,                 1.5201,               0.003367,               0.003367,               0.003367
                    338,                0.65319,                0.32972,                0.85376,                0.75426,                0.62801,                 0.6839,                0.42836,                 1.3484,                 1.4299,                 1.5206,              0.0033472,              0.0033472,              0.0033472
                    339,                0.65499,                0.33177,                0.85051,                0.75398,                0.62691,                0.68374,                0.42843,                 1.3481,                 1.4296,                 1.5208,              0.0033274,              0.0033274,              0.0033274
                    340,                0.65358,                0.32826,                0.85353,                0.75293,                0.62701,                0.68388,                0.42808,                 1.3481,                 1.4304,                 1.5208,              0.0033076,              0.0033076,              0.0033076
                    341,                 0.6526,                0.32701,                0.85271,                0.75572,                0.62572,                0.68369,                0.42794,                  1.348,                 1.4318,                  1.521,              0.0032878,              0.0032878,              0.0032878
                    342,                0.64724,                0.32804,                 0.8506,                0.75516,                 0.6258,                0.68349,                0.42787,                 1.3478,                 1.4333,                 1.5211,               0.003268,               0.003268,               0.003268
                    343,                0.65065,                 0.3299,                 0.8531,                 0.7536,                0.62693,                0.68325,                0.42774,                 1.3479,                 1.4348,                 1.5212,              0.0032482,              0.0032482,              0.0032482
                    344,                0.64807,                0.32638,                0.85126,                0.75591,                 0.6223,                0.68326,                0.42724,                  1.348,                  1.435,                 1.5214,              0.0032284,              0.0032284,              0.0032284
                    345,                0.64186,                0.32427,                0.85098,                0.75347,                0.62275,                0.68324,                 0.4273,                 1.3476,                 1.4355,                 1.5213,              0.0032086,              0.0032086,              0.0032086
                    346,                0.63673,                0.32521,                0.85141,                0.78389,                0.61058,                0.68294,                0.42711,                 1.3477,                 1.4367,                 1.5217,              0.0031888,              0.0031888,              0.0031888
                    347,                0.63674,                 0.3224,                0.84845,                0.77704,                0.61281,                0.68233,                0.42706,                 1.3482,                 1.4376,                  1.522,               0.003169,               0.003169,               0.003169
                    348,                   0.64,                0.32361,                0.84984,                0.76158,                0.62143,                0.68276,                 0.4272,                 1.3482,                 1.4387,                 1.5224,              0.0031492,              0.0031492,              0.0031492
                    349,                0.63842,                0.32199,                0.85021,                0.76949,                0.61673,                0.68235,                0.42729,                 1.3485,                 1.4409,                 1.5229,              0.0031294,              0.0031294,              0.0031294
                    350,                0.63446,                  0.321,                0.84816,                0.76697,                0.61738,                0.68167,                0.42704,                 1.3483,                 1.4422,                 1.5227,              0.0031096,              0.0031096,              0.0031096
                    351,                0.64516,                0.32494,                0.84904,                0.76719,                0.61701,                0.68168,                0.42731,                 1.3486,                 1.4433,                 1.5234,              0.0030898,              0.0030898,              0.0030898
                    352,                0.63809,                0.32162,                0.85065,                0.76861,                0.61565,                 0.6817,                0.42753,                 1.3488,                 1.4435,                 1.5239,                0.00307,                0.00307,                0.00307
                    353,                0.64219,                0.32533,                 0.8502,                0.77823,                0.61247,                0.68197,                0.42734,                 1.3488,                 1.4425,                 1.5241,              0.0030502,              0.0030502,              0.0030502
                    354,                0.64056,                0.32481,                0.85131,                0.77922,                0.61054,                0.68216,                0.42749,                 1.3485,                  1.442,                 1.5239,              0.0030304,              0.0030304,              0.0030304
                    355,                0.63298,                0.31988,                0.84961,                0.77896,                0.61089,                0.68195,                 0.4278,                 1.3484,                 1.4424,                 1.5239,              0.0030106,              0.0030106,              0.0030106
                    356,                0.62856,                0.31888,                0.84754,                0.77856,                0.61243,                0.68198,                0.42803,                 1.3484,                 1.4436,                 1.5239,              0.0029908,              0.0029908,              0.0029908
                    357,                0.63546,                0.32072,                0.84844,                0.77905,                 0.6124,                0.68202,                0.42823,                 1.3482,                  1.444,                 1.5241,               0.002971,               0.002971,               0.002971
                    358,                0.62768,                0.31737,                0.84793,                  0.781,                0.61225,                  0.682,                0.42786,                 1.3488,                 1.4457,                 1.5252,              0.0029512,              0.0029512,              0.0029512
                    359,                 0.6279,                0.32026,                 0.8474,                 0.7811,                0.61245,                0.68203,                0.42772,                 1.3487,                  1.446,                 1.5251,              0.0029314,              0.0029314,              0.0029314
                    360,                0.62891,                0.31855,                0.84946,                0.78134,                0.61198,                0.68228,                0.42768,                 1.3488,                 1.4457,                 1.5256,              0.0029116,              0.0029116,              0.0029116
                    361,                0.62401,                0.31667,                 0.8474,                0.78242,                0.61074,                0.68242,                0.42817,                 1.3489,                 1.4457,                 1.5259,              0.0028918,              0.0028918,              0.0028918
                    362,                0.62042,                0.31376,                0.84516,                0.78427,                0.60925,                0.68206,                0.42809,                 1.3488,                 1.4461,                 1.5263,               0.002872,               0.002872,               0.002872
                    363,                0.63278,                0.32051,                0.84815,                0.78664,                0.60897,                 0.6822,                0.42815,                 1.3488,                 1.4459,                 1.5265,              0.0028522,              0.0028522,              0.0028522
                    364,                0.62312,                0.31368,                0.84505,                0.78733,                0.61026,                0.68282,                0.42844,                 1.3486,                 1.4442,                 1.5263,              0.0028324,              0.0028324,              0.0028324
                    365,                0.61916,                0.31407,                0.84697,                0.78928,                 0.6081,                0.68324,                0.42845,                 1.3488,                 1.4435,                 1.5266,              0.0028126,              0.0028126,              0.0028126
                    366,                0.62138,                0.31423,                0.84562,                 0.7894,                0.60848,                0.68286,                0.42823,                 1.3489,                 1.4441,                 1.5269,              0.0027928,              0.0027928,              0.0027928
                    367,                0.61644,                 0.3122,                0.84587,                 0.7883,                0.60878,                0.68256,                0.42828,                 1.3487,                  1.445,                 1.5268,               0.002773,               0.002773,               0.002773
                    368,                0.62407,                0.31505,                0.84943,                0.78666,                0.60899,                0.68279,                0.42847,                 1.3491,                 1.4464,                 1.5273,              0.0027532,              0.0027532,              0.0027532
                    369,                0.61788,                0.31236,                0.84681,                0.78739,                0.60864,                0.68296,                0.42851,                 1.3485,                 1.4462,                 1.5268,              0.0027334,              0.0027334,              0.0027334
                    370,                0.61703,                0.31248,                0.84618,                0.79096,                 0.6096,                0.68363,                0.42853,                 1.3481,                 1.4471,                  1.526,              0.0027136,              0.0027136,              0.0027136
                    371,                0.61622,                 0.3115,                0.84528,                0.78753,                0.60863,                0.68366,                0.42879,                 1.3487,                 1.4475,                 1.5268,              0.0026938,              0.0026938,              0.0026938
                    372,                0.61317,                0.31165,                0.84548,                0.78634,                0.60907,                0.68267,                0.42874,                 1.3488,                  1.447,                  1.527,               0.002674,               0.002674,               0.002674
                    373,                0.62023,                0.31533,                0.84624,                0.78686,                0.61028,                0.68354,                0.42866,                 1.3486,                 1.4463,                 1.5271,              0.0026542,              0.0026542,              0.0026542
                    374,                 0.6169,                0.31298,                0.84417,                0.78809,                 0.6103,                0.68375,                0.42877,                 1.3484,                 1.4451,                  1.527,              0.0026344,              0.0026344,              0.0026344
                    375,                0.60746,                0.30797,                0.84418,                0.78535,                0.61168,                  0.684,                0.42925,                 1.3485,                 1.4463,                 1.5276,              0.0026146,              0.0026146,              0.0026146
                    376,                0.60827,                0.30836,                0.84416,                0.78114,                0.61215,                0.68416,                0.42897,                 1.3488,                 1.4462,                 1.5279,              0.0025948,              0.0025948,              0.0025948
                    377,                0.61137,                0.30841,                0.84375,                0.77925,                0.61224,                0.68417,                0.42904,                 1.3486,                 1.4459,                 1.5278,               0.002575,               0.002575,               0.002575
                    378,                 0.6111,                0.31162,                0.84494,                0.78037,                0.61281,                0.68409,                0.42918,                 1.3486,                 1.4465,                  1.528,              0.0025552,              0.0025552,              0.0025552
                    379,                0.60767,                0.30979,                0.84607,                0.78029,                0.61251,                0.68396,                0.42962,                 1.3483,                 1.4458,                 1.5279,              0.0025354,              0.0025354,              0.0025354
                    380,                0.60472,                0.30912,                 0.8439,                0.77985,                0.61257,                0.68397,                0.42965,                 1.3482,                 1.4458,                 1.5279,              0.0025156,              0.0025156,              0.0025156
                    381,                0.60952,                0.31053,                0.84186,                0.77945,                  0.612,                0.68441,                0.43016,                 1.3482,                 1.4467,                 1.5284,              0.0024958,              0.0024958,              0.0024958
                    382,                0.60563,                0.30724,                0.84421,                 0.7793,                0.61294,                0.68472,                0.42985,                 1.3481,                 1.4471,                 1.5286,               0.002476,               0.002476,               0.002476
                    383,                0.60475,                0.30661,                0.84325,                0.77934,                0.61269,                0.68457,                0.42948,                  1.348,                 1.4466,                 1.5287,              0.0024562,              0.0024562,              0.0024562
                    384,                 0.6056,                0.30939,                0.84229,                 0.7738,                0.61479,                0.68489,                0.42946,                 1.3476,                 1.4471,                 1.5286,              0.0024364,              0.0024364,              0.0024364
                    385,                0.60154,                0.30599,                0.83979,                0.77642,                0.61528,                0.68487,                0.42946,                 1.3477,                 1.4485,                  1.529,              0.0024166,              0.0024166,              0.0024166
                    386,                0.60308,                0.30658,                0.84237,                0.77483,                0.61648,                0.68483,                 0.4298,                 1.3478,                 1.4487,                 1.5293,              0.0023968,              0.0023968,              0.0023968
                    387,                0.60238,                0.30637,                 0.8418,                0.77457,                0.61581,                0.68453,                0.43006,                 1.3482,                 1.4497,                 1.5301,               0.002377,               0.002377,               0.002377
                    388,                0.60193,                0.30557,                0.84258,                0.76236,                0.62244,                0.68505,                0.43005,                 1.3481,                 1.4493,                   1.53,              0.0023572,              0.0023572,              0.0023572
                    389,                0.59743,                0.30349,                0.84351,                0.76195,                0.62185,                0.68473,                0.42943,                 1.3479,                 1.4506,                 1.5302,              0.0023374,              0.0023374,              0.0023374
                    390,                0.59689,                0.30408,                0.84186,                0.76044,                0.62353,                0.68516,                0.42984,                  1.348,                 1.4488,                 1.5306,              0.0023176,              0.0023176,              0.0023176
                    391,                0.59493,                 0.3031,                0.84132,                0.75931,                0.62329,                 0.6846,                0.42976,                 1.3479,                 1.4476,                  1.531,              0.0022978,              0.0022978,              0.0022978
                    392,                0.59048,                0.30081,                0.84002,                 0.7595,                0.62211,                0.68415,                0.42936,                 1.3481,                 1.4483,                  1.531,               0.002278,               0.002278,               0.002278
                    393,                0.59719,                0.30302,                0.84099,                0.75953,                0.62213,                0.68412,                0.42918,                 1.3477,                 1.4495,                 1.5306,              0.0022582,              0.0022582,              0.0022582
                    394,                0.59309,                0.30111,                0.83963,                0.76093,                0.61995,                0.68387,                0.42922,                 1.3478,                 1.4493,                 1.5312,              0.0022384,              0.0022384,              0.0022384
                    395,                0.58949,                0.30096,                0.84063,                0.76693,                 0.6186,                0.68492,                0.42972,                 1.3475,                 1.4475,                 1.5311,              0.0022186,              0.0022186,              0.0022186
                    396,                0.58606,                0.29878,                0.83665,                0.76733,                0.61754,                0.68461,                0.42954,                 1.3467,                 1.4467,                 1.5305,              0.0021988,              0.0021988,              0.0021988
                    397,                0.59749,                0.30546,                0.84052,                0.77408,                0.61096,                0.68475,                0.42891,                 1.3468,                 1.4479,                 1.5307,               0.002179,               0.002179,               0.002179
                    398,                0.59309,                0.30371,                0.84124,                0.77531,                0.61052,                0.68456,                0.42926,                 1.3464,                 1.4478,                 1.5309,              0.0021592,              0.0021592,              0.0021592
                    399,                0.58457,                0.29783,                0.83957,                0.77567,                0.61066,                0.68442,                0.42907,                 1.3462,                 1.4473,                 1.5308,              0.0021394,              0.0021394,              0.0021394
                    400,                0.58998,                0.30177,                0.83798,                0.77434,                0.61158,                0.68457,                0.42935,                 1.3461,                 1.4472,                 1.5311,              0.0021196,              0.0021196,              0.0021196
                    401,                0.58224,                0.29915,                0.83689,                0.77453,                0.61277,                0.68476,                0.42944,                 1.3461,                  1.446,                 1.5314,              0.0020998,              0.0020998,              0.0020998
                    402,                 0.5889,                0.30055,                0.83692,                0.77465,                0.61269,                0.68473,                0.42937,                 1.3463,                 1.4461,                 1.5316,                0.00208,                0.00208,                0.00208
                    403,                0.58249,                0.29753,                0.83761,                0.77752,                0.61153,                0.68434,                0.42905,                  1.346,                 1.4473,                 1.5312,              0.0020602,              0.0020602,              0.0020602
                    404,                0.58021,                0.29599,                0.83619,                0.77789,                0.61085,                0.68423,                0.42929,                  1.346,                 1.4481,                 1.5312,              0.0020404,              0.0020404,              0.0020404
                    405,                0.58104,                0.29671,                0.83799,                0.77591,                0.61031,                0.68275,                0.42905,                 1.3461,                 1.4475,                 1.5311,              0.0020206,              0.0020206,              0.0020206
                    406,                 0.5846,                0.29714,                0.83586,                0.77771,                0.61016,                 0.6835,                0.42905,                 1.3459,                 1.4476,                 1.5312,              0.0020008,              0.0020008,              0.0020008
                    407,                0.57577,                0.29496,                0.83397,                0.77791,                 0.6114,                0.68347,                0.42911,                 1.3457,                 1.4479,                 1.5307,               0.001981,               0.001981,               0.001981
                    408,                0.57782,                 0.2949,                0.83539,                0.77755,                 0.6121,                0.68323,                0.42914,                 1.3453,                 1.4474,                 1.5299,              0.0019612,              0.0019612,              0.0019612
                    409,                0.57082,                0.29087,                  0.837,                0.78125,                0.60873,                0.68264,                0.42925,                 1.3453,                 1.4477,                 1.5295,              0.0019414,              0.0019414,              0.0019414
                    410,                0.57734,                0.29437,                0.83686,                0.77537,                0.61246,                0.68287,                0.42944,                 1.3451,                  1.448,                 1.5294,              0.0019216,              0.0019216,              0.0019216
                    411,                0.56528,                0.28886,                0.83442,                0.77518,                0.61203,                0.68263,                0.42974,                 1.3452,                 1.4499,                 1.5296,              0.0019018,              0.0019018,              0.0019018
                    412,                0.57323,                0.29192,                0.83619,                0.77677,                0.61072,                0.68264,                0.42974,                 1.3451,                 1.4481,                 1.5298,               0.001882,               0.001882,               0.001882
                    413,                0.57363,                0.29467,                0.83596,                0.77723,                  0.611,                0.68301,                0.43019,                 1.3451,                 1.4451,                 1.5299,              0.0018622,              0.0018622,              0.0018622
                    414,                 0.5732,                0.29321,                 0.8372,                  0.778,                0.61139,                0.68315,                0.43021,                 1.3456,                 1.4438,                 1.5303,              0.0018424,              0.0018424,              0.0018424
                    415,                0.56804,                0.29125,                0.83461,                0.77937,                0.60979,                 0.6836,                0.43045,                 1.3458,                 1.4431,                  1.531,              0.0018226,              0.0018226,              0.0018226
                    416,                0.57016,                0.29116,                0.83579,                0.78035,                0.60905,                0.68396,                0.43054,                  1.346,                 1.4418,                 1.5314,              0.0018028,              0.0018028,              0.0018028
                    417,                0.57208,                0.29304,                0.83673,                0.78284,                0.60782,                0.68412,                0.43088,                 1.3458,                  1.442,                 1.5309,               0.001783,               0.001783,               0.001783
                    418,                0.57389,                0.29389,                0.83785,                 0.7885,                0.60708,                0.68426,                0.43116,                 1.3456,                 1.4409,                 1.5308,              0.0017632,              0.0017632,              0.0017632
                    419,                0.56759,                0.29106,                0.83464,                0.78494,                0.60679,                0.68415,                0.43104,                 1.3454,                 1.4406,                 1.5307,              0.0017434,              0.0017434,              0.0017434
                    420,                0.56278,                0.28726,                0.83532,                0.78621,                0.60576,                  0.684,                0.43125,                  1.345,                 1.4408,                 1.5306,              0.0017236,              0.0017236,              0.0017236
                    421,                0.56179,                0.28924,                0.83467,                0.78735,                0.60489,                0.68294,                0.43141,                 1.3452,                 1.4401,                 1.5309,              0.0017038,              0.0017038,              0.0017038
                    422,                0.55353,                0.28445,                0.83395,                0.78756,                 0.6039,                0.68315,                0.43134,                 1.3455,                 1.4406,                 1.5313,               0.001684,               0.001684,               0.001684
                    423,                0.56439,                0.28914,                0.83313,                0.78758,                0.60455,                  0.683,                0.43148,                 1.3451,                 1.4404,                 1.5308,              0.0016642,              0.0016642,              0.0016642
                    424,                0.56933,                0.29175,                0.83179,                0.78636,                0.60363,                 0.6831,                0.43143,                 1.3445,                 1.4389,                 1.5307,              0.0016444,              0.0016444,              0.0016444
                    425,                0.55873,                0.28545,                0.83431,                0.78651,                0.60352,                0.68289,                0.43115,                 1.3445,                 1.4391,                 1.5306,              0.0016246,              0.0016246,              0.0016246
                    426,                0.55936,                0.28659,                0.83204,                0.78652,                0.60323,                0.68288,                0.43156,                 1.3442,                   1.44,                 1.5303,              0.0016048,              0.0016048,              0.0016048
                    427,                0.55755,                0.28607,                0.83189,                0.78303,                0.60592,                0.68227,                0.43116,                 1.3439,                 1.4414,                 1.5303,               0.001585,               0.001585,               0.001585
                    428,                0.56075,                0.28925,                0.83335,                0.77921,                 0.6083,                0.68211,                0.43104,                 1.3439,                 1.4427,                 1.5302,              0.0015652,              0.0015652,              0.0015652
                    429,                0.55767,                0.28648,                0.83474,                0.78353,                0.60375,                0.68199,                0.43113,                 1.3437,                 1.4429,                 1.5299,              0.0015454,              0.0015454,              0.0015454
                    430,                0.55475,                0.28573,                0.83173,                0.77975,                0.60529,                0.68199,                0.43085,                 1.3434,                 1.4438,                 1.5299,              0.0015256,              0.0015256,              0.0015256
                    431,                0.55245,                0.28283,                0.83174,                0.77921,                 0.6058,                0.68228,                0.43118,                 1.3431,                  1.444,                 1.5295,              0.0015058,              0.0015058,              0.0015058
                    432,                0.55467,                0.28334,                0.83226,                0.78535,                0.60254,                0.68228,                0.43112,                 1.3428,                 1.4441,                 1.5294,               0.001486,               0.001486,               0.001486
                    433,                0.54815,                0.28133,                0.82857,                0.78091,                0.60365,                0.68202,                0.43121,                 1.3425,                 1.4444,                 1.5291,              0.0014662,              0.0014662,              0.0014662
                    434,                0.54392,                0.28237,                0.83116,                 0.7812,                0.60473,                0.68193,                0.43095,                 1.3425,                  1.444,                 1.5289,              0.0014464,              0.0014464,              0.0014464
                    435,                0.54953,                0.28323,                0.83234,                0.77318,                0.60893,                0.68218,                0.43128,                  1.342,                 1.4445,                 1.5289,              0.0014266,              0.0014266,              0.0014266
                    436,                0.54492,                0.28021,                 0.8318,                0.77446,                0.60932,                0.68208,                0.43094,                 1.3421,                 1.4452,                  1.529,              0.0014068,              0.0014068,              0.0014068
                    437,                0.54989,                0.28187,                 0.8296,                0.77437,                0.61037,                0.68232,                0.43112,                 1.3421,                  1.446,                 1.5293,               0.001387,               0.001387,               0.001387
                    438,                 0.5506,                0.28304,                0.83104,                0.77371,                 0.6103,                0.68231,                0.43115,                 1.3416,                 1.4467,                 1.5292,              0.0013672,              0.0013672,              0.0013672
                    439,                0.54364,                0.28025,                0.83081,                0.77508,                0.60832,                0.68274,                0.43097,                 1.3416,                 1.4461,                 1.5293,              0.0013474,              0.0013474,              0.0013474
                    440,                0.54731,                0.28292,                0.83032,                 0.7742,                0.60985,                0.68266,                0.43112,                 1.3413,                 1.4483,                 1.5291,              0.0013276,              0.0013276,              0.0013276
                    441,                0.54682,                 0.2816,                0.83034,                0.77476,                0.60889,                0.68227,                0.43097,                 1.3419,                  1.449,                 1.5301,              0.0013078,              0.0013078,              0.0013078
                    442,                0.54697,                0.28268,                 0.8305,                0.77374,                0.60979,                0.68266,                0.43119,                 1.3415,                 1.4481,                 1.5297,               0.001288,               0.001288,               0.001288
                    443,                0.53827,                 0.2761,                0.82939,                0.77291,                0.61181,                0.68239,                0.43126,                 1.3416,                 1.4494,                   1.53,              0.0012682,              0.0012682,              0.0012682
                    444,                0.53745,                0.27623,                0.83043,                0.77314,                 0.6121,                0.68248,                0.43106,                 1.3415,                 1.4501,                 1.5302,              0.0012484,              0.0012484,              0.0012484
                    445,                 0.5375,                0.27822,                 0.8304,                0.77309,                0.61149,                0.68285,                0.43081,                 1.3416,                 1.4508,                 1.5308,              0.0012286,              0.0012286,              0.0012286
                    446,                0.53965,                 0.2773,                0.82964,                0.77302,                0.61087,                0.68325,                0.43119,                 1.3413,                 1.4505,                 1.5308,              0.0012088,              0.0012088,              0.0012088
                    447,                0.53851,                0.27831,                0.82945,                0.77458,                0.60848,                0.68201,                0.43095,                 1.3413,                  1.452,                 1.5312,               0.001189,               0.001189,               0.001189
                    448,                0.53872,                0.27675,                0.82882,                0.77368,                0.60847,                0.68194,                0.43113,                 1.3407,                 1.4518,                 1.5308,              0.0011692,              0.0011692,              0.0011692
                    449,                0.53956,                0.27892,                0.83101,                0.77444,                0.60839,                0.68163,                0.43118,                 1.3403,                 1.4504,                 1.5302,              0.0011494,              0.0011494,              0.0011494
                    450,                0.52758,                0.27367,                0.82738,                0.77556,                0.60821,                0.68148,                0.43149,                 1.3403,                 1.4504,                 1.5306,              0.0011296,              0.0011296,              0.0011296
                    451,                0.53512,                0.27496,                0.82773,                 0.7753,                 0.6078,                0.68141,                0.43142,                 1.3401,                 1.4507,                 1.5304,              0.0011098,              0.0011098,              0.0011098
                    452,                 0.5277,                0.27413,                0.82747,                0.77478,                0.60864,                0.68178,                0.43145,                   1.34,                  1.451,                 1.5311,                0.00109,                0.00109,                0.00109
                    453,                 0.5298,                0.27471,                0.82749,                0.77555,                0.60794,                0.68183,                0.43147,                 1.3398,                 1.4531,                 1.5311,              0.0010702,              0.0010702,              0.0010702
                    454,                0.53464,                0.27694,                0.82607,                0.78479,                 0.6035,                0.68139,                 0.4312,                 1.3401,                 1.4545,                 1.5317,              0.0010504,              0.0010504,              0.0010504
                    455,                 0.5262,                0.27069,                0.82629,                0.78479,                 0.6048,                 0.6815,                0.43103,                 1.3399,                 1.4541,                 1.5318,              0.0010306,              0.0010306,              0.0010306
                    456,                 0.5266,                0.27165,                0.82781,                0.78389,                 0.6041,                0.68141,                0.43123,                 1.3398,                 1.4557,                 1.5317,              0.0010108,              0.0010108,              0.0010108
                    457,                0.52574,                0.27278,                 0.8273,                0.78484,                0.60407,                0.68139,                0.43093,                 1.3397,                 1.4561,                 1.5321,               0.000991,               0.000991,               0.000991
                    458,                0.52786,                0.27414,                 0.8285,                0.78459,                0.60338,                0.68136,                0.43048,                 1.3393,                 1.4575,                  1.532,              0.0009712,              0.0009712,              0.0009712
                    459,                0.52183,                0.27125,                0.82616,                0.78486,                0.60263,                0.68125,                0.43049,                 1.3391,                 1.4566,                 1.5318,              0.0009514,              0.0009514,              0.0009514
                    460,                0.52766,                0.27236,                0.82685,                0.78616,                0.60283,                0.68084,                0.43019,                 1.3391,                 1.4583,                 1.5319,              0.0009316,              0.0009316,              0.0009316
                    461,                0.52254,                0.27035,                0.82676,                0.78564,                  0.604,                0.68028,                0.42997,                 1.3392,                 1.4591,                 1.5321,              0.0009118,              0.0009118,              0.0009118
                    462,                0.52026,                0.27132,                0.82669,                  0.787,                0.60387,                0.68041,                0.43003,                 1.3394,                 1.4598,                 1.5325,               0.000892,               0.000892,               0.000892
                    463,                0.51482,                0.26795,                0.82527,                0.78811,                0.60453,                0.68034,                0.42996,                 1.3393,                 1.4628,                 1.5326,              0.0008722,              0.0008722,              0.0008722
                    464,                0.52013,                0.26899,                0.82586,                0.79013,                0.60475,                0.68053,                0.42985,                 1.3394,                 1.4634,                  1.533,              0.0008524,              0.0008524,              0.0008524
                    465,                0.51756,                 0.2682,                 0.8258,                0.79146,                0.60424,                0.68088,                0.42982,                 1.3396,                 1.4639,                 1.5333,              0.0008326,              0.0008326,              0.0008326
                    466,                  0.518,                0.26825,                 0.8269,                 0.7867,                0.60567,                 0.6808,                0.42959,                 1.3397,                 1.4655,                 1.5335,              0.0008128,              0.0008128,              0.0008128
                    467,                0.51895,                0.26948,                0.82594,                 0.7845,                 0.6065,                0.68073,                0.42986,                 1.3401,                  1.466,                 1.5341,               0.000793,               0.000793,               0.000793
