                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    152,                 0.9279,                0.46008,                0.92872,                0.77084,                 0.6119,                0.69239,                0.43298,                 1.3447,                  1.327,                 1.4522,                0.00703,                0.00703,                0.00703
                    153,                0.93439,                0.46221,                0.93021,                0.74458,                0.62337,                0.69101,                0.42834,                 1.3493,                 1.3249,                 1.4495,              0.0070102,              0.0070102,              0.0070102
                    154,                0.93625,                0.46359,                0.93063,                0.76077,                0.61374,                0.68497,                 0.4255,                 1.3467,                 1.3623,                 1.4471,              0.0069904,              0.0069904,              0.0069904
                    155,                0.91931,                0.45446,                0.92713,                0.74107,                0.63279,                0.69852,                0.43135,                 1.3442,                 1.3216,                  1.445,              0.0069706,              0.0069706,              0.0069706
                    156,                0.91928,                0.45717,                0.92555,                0.75998,                0.61956,                0.69578,                0.43163,                 1.3413,                 1.2907,                 1.4448,              0.0069508,              0.0069508,              0.0069508
                    157,                0.92409,                0.46011,                0.92847,                0.75142,                 0.6304,                0.69858,                0.43174,                 1.3407,                 1.3013,                 1.4482,               0.006931,               0.006931,               0.006931
                    158,                 0.9164,                 0.4564,                0.92947,                0.79081,                0.61592,                0.69908,                0.43355,                 1.3407,                 1.3024,                 1.4515,              0.0069112,              0.0069112,              0.0069112
                    159,                0.92444,                0.45859,                  0.928,                 0.7675,                0.63638,                0.69878,                0.43207,                 1.3419,                 1.3131,                 1.4512,              0.0068914,              0.0068914,              0.0068914
                    160,                0.91181,                0.45392,                0.92369,                0.75222,                0.64553,                0.69553,                0.42928,                  1.343,                 1.3181,                 1.4543,              0.0068716,              0.0068716,              0.0068716
                    161,                 0.9058,                 0.4499,                0.91916,                0.76761,                0.63162,                0.69302,                 0.4282,                 1.3496,                 1.3423,                 1.4628,              0.0068518,              0.0068518,              0.0068518
                    162,                0.91342,                0.45514,                0.92457,                0.75993,                0.63337,                0.69204,                0.42754,                 1.3543,                  1.331,                 1.4655,               0.006832,               0.006832,               0.006832
                    163,                0.91464,                0.45331,                 0.9226,                0.77757,                0.62274,                0.69101,                0.42908,                 1.3558,                 1.3484,                 1.4639,              0.0068122,              0.0068122,              0.0068122
                    164,                0.90513,                0.45028,                0.91796,                 0.7689,                0.62559,                0.68932,                0.42717,                 1.3573,                 1.3776,                 1.4675,              0.0067924,              0.0067924,              0.0067924
                    165,                0.90462,                0.44812,                0.92276,                0.75192,                0.64044,                0.68876,                0.42527,                 1.3612,                 1.4016,                 1.4723,              0.0067726,              0.0067726,              0.0067726
                    166,                0.90412,                0.44938,                0.91699,                0.75767,                0.63989,                0.69167,                0.42555,                 1.3602,                 1.4342,                 1.4713,              0.0067528,              0.0067528,              0.0067528
                    167,                0.88735,                0.44277,                0.91763,                0.74672,                0.64791,                0.69502,                0.42911,                 1.3557,                 1.3886,                 1.4663,               0.006733,               0.006733,               0.006733
                    168,                0.89324,                0.44252,                0.91825,                0.76969,                0.62487,                0.69568,                0.43041,                 1.3592,                 1.3986,                  1.472,              0.0067132,              0.0067132,              0.0067132
                    169,                0.89917,                0.44663,                0.91662,                0.79724,                0.60698,                0.68949,                0.42681,                 1.3582,                  1.417,                 1.4732,              0.0066934,              0.0066934,              0.0066934
                    170,                0.88885,                0.43845,                0.91949,                0.79416,                0.60521,                0.68866,                 0.4282,                 1.3484,                 1.4029,                 1.4695,              0.0066736,              0.0066736,              0.0066736
                    171,                0.89835,                0.44411,                0.91985,                0.72767,                0.64635,                0.68534,                0.42462,                 1.3457,                   1.39,                 1.4693,              0.0066538,              0.0066538,              0.0066538
                    172,                0.88762,                0.43974,                0.91748,                0.76762,                0.62142,                0.68341,                0.42189,                 1.3469,                 1.3955,                 1.4668,               0.006634,               0.006634,               0.006634
                    173,                0.88205,                0.43803,                0.91393,                0.76487,                 0.6288,                 0.6848,                0.42056,                 1.3471,                 1.3754,                 1.4684,              0.0066142,              0.0066142,              0.0066142
                    174,                0.88206,                 0.4366,                0.91254,                0.74897,                0.63667,                0.68259,                0.41812,                 1.3502,                 1.3628,                  1.476,              0.0065944,              0.0065944,              0.0065944
                    175,                0.87786,                0.43507,                0.91087,                0.74386,                0.64666,                0.68239,                0.41701,                  1.355,                 1.3592,                 1.4826,              0.0065746,              0.0065746,              0.0065746
                    176,                0.88281,                0.43777,                0.91178,                0.76425,                 0.6307,                 0.6787,                0.41511,                 1.3531,                 1.3807,                 1.4825,              0.0065548,              0.0065548,              0.0065548
                    177,                0.87565,                0.43446,                0.91302,                0.75315,                0.63795,                0.68135,                0.41722,                 1.3535,                 1.3588,                 1.4814,               0.006535,               0.006535,               0.006535
                    178,                0.87009,                0.43123,                0.91406,                0.75191,                0.64453,                0.68691,                0.41966,                 1.3576,                  1.348,                 1.4837,              0.0065152,              0.0065152,              0.0065152
                    179,                0.87473,                0.43287,                0.90756,                0.75082,                0.64961,                0.68835,                0.42332,                 1.3566,                 1.3488,                 1.4829,              0.0064954,              0.0064954,              0.0064954
                    180,                0.87771,                0.43693,                0.91305,                0.75869,                 0.6442,                0.68692,                0.42393,                  1.353,                 1.3478,                 1.4805,              0.0064756,              0.0064756,              0.0064756
                    181,                0.86434,                0.42973,                0.91288,                0.76137,                0.63075,                0.68538,                0.42338,                 1.3551,                 1.3663,                 1.4804,              0.0064558,              0.0064558,              0.0064558
                    182,                0.87266,                0.43346,                0.90991,                0.78157,                0.61879,                0.68725,                0.42347,                 1.3538,                 1.3677,                 1.4793,               0.006436,               0.006436,               0.006436
                    183,                 0.8615,                0.42648,                0.90581,                0.75511,                  0.634,                 0.6877,                0.42412,                  1.351,                 1.3663,                 1.4739,              0.0064162,              0.0064162,              0.0064162
                    184,                0.86618,                0.42933,                0.91105,                 0.7608,                0.63197,                0.68998,                0.42517,                  1.354,                 1.3638,                 1.4779,              0.0063964,              0.0063964,              0.0063964
                    185,                0.85727,                0.42374,                0.90815,                 0.7693,                0.62661,                0.68789,                0.42405,                 1.3558,                 1.3664,                 1.4801,              0.0063766,              0.0063766,              0.0063766
                    186,                0.86427,                0.42906,                0.90743,                0.77162,                0.62966,                0.68768,                0.42476,                 1.3559,                 1.3636,                 1.4813,              0.0063568,              0.0063568,              0.0063568
                    187,                0.85992,                0.42826,                0.90594,                0.78421,                0.62744,                0.68973,                0.42559,                 1.3541,                 1.3506,                 1.4781,               0.006337,               0.006337,               0.006337
                    188,                0.85682,                0.42434,                0.90474,                0.78225,                0.62985,                0.69351,                0.42514,                 1.3537,                 1.3591,                 1.4789,              0.0063172,              0.0063172,              0.0063172
                    189,                0.86459,                0.42839,                0.90882,                0.78252,                0.62908,                0.69365,                0.42644,                 1.3525,                 1.3656,                 1.4786,              0.0062974,              0.0062974,              0.0062974
                    190,                0.84679,                0.42046,                0.90393,                0.78703,                0.62848,                0.69505,                0.42636,                 1.3528,                  1.358,                 1.4802,              0.0062776,              0.0062776,              0.0062776
                    191,                0.84607,                0.42227,                0.90386,                0.76101,                0.63814,                 0.6925,                0.42571,                 1.3535,                 1.3641,                 1.4831,              0.0062578,              0.0062578,              0.0062578
                    192,                0.84565,                0.41939,                0.90386,                0.75226,                0.63855,                0.68927,                0.42397,                 1.3507,                 1.3724,                 1.4816,               0.006238,               0.006238,               0.006238
                    193,                0.84951,                0.42282,                0.90318,                 0.7449,                 0.6391,                0.68605,                0.42398,                 1.3507,                 1.3836,                 1.4836,              0.0062182,              0.0062182,              0.0062182
                    194,                0.84646,                0.42139,                0.90327,                 0.7594,                0.63645,                0.68562,                0.42421,                 1.3504,                 1.3788,                 1.4842,              0.0061984,              0.0061984,              0.0061984
                    195,                0.85111,                0.41977,                0.90357,                0.74499,                0.64276,                0.68736,                0.42403,                 1.3523,                 1.3811,                 1.4851,              0.0061786,              0.0061786,              0.0061786
                    196,                0.84788,                0.42304,                 0.9019,                 0.7417,                 0.6467,                0.69013,                0.42416,                 1.3536,                 1.3857,                 1.4892,              0.0061588,              0.0061588,              0.0061588
                    197,                0.84576,                0.42111,                0.89998,                0.73855,                0.64045,                0.69061,                0.42414,                 1.3542,                 1.3868,                 1.4906,               0.006139,               0.006139,               0.006139
                    198,                0.83652,                0.41448,                0.89866,                0.75628,                0.63295,                0.69203,                0.42521,                  1.356,                 1.3924,                 1.4929,              0.0061192,              0.0061192,              0.0061192
                    199,                0.83912,                0.41813,                0.90035,                0.75978,                0.63265,                0.68897,                0.42332,                 1.3573,                 1.4115,                 1.4927,              0.0060994,              0.0060994,              0.0060994
                    200,                0.83453,                0.41419,                0.90112,                0.81553,                0.59404,                 0.6858,                0.42251,                 1.3585,                  1.427,                 1.4942,              0.0060796,              0.0060796,              0.0060796
                    201,                0.83418,                0.41476,                0.90107,                0.77976,                0.61431,                0.68706,                0.42315,                 1.3586,                 1.4189,                 1.4959,              0.0060598,              0.0060598,              0.0060598
                    202,                0.83664,                0.41578,                0.89727,                0.80441,                0.60023,                0.68664,                0.42318,                 1.3599,                 1.4241,                 1.4977,                0.00604,                0.00604,                0.00604
                    203,                 0.8279,                0.41113,                0.89934,                0.80065,                0.60208,                0.68656,                0.42344,                 1.3609,                 1.4267,                 1.4987,              0.0060202,              0.0060202,              0.0060202
                    204,                0.82797,                0.41329,                0.89637,                0.80499,                0.59728,                0.68493,                0.42353,                 1.3604,                 1.4197,                  1.498,              0.0060004,              0.0060004,              0.0060004
                    205,                0.82351,                0.41106,                0.89359,                0.80613,                0.59476,                0.68308,                0.42308,                 1.3602,                 1.4245,                 1.4962,              0.0059806,              0.0059806,              0.0059806
                    206,                0.82114,                0.40726,                0.89266,                0.74607,                0.62584,                0.68356,                0.42196,                 1.3601,                   1.43,                 1.4942,              0.0059608,              0.0059608,              0.0059608
                    207,                0.83259,                0.41216,                0.89556,                0.75392,                0.62242,                0.68409,                 0.4232,                 1.3588,                 1.4258,                 1.4921,               0.005941,               0.005941,               0.005941
                    208,                0.81916,                0.40769,                0.89668,                0.72957,                 0.6361,                0.68446,                0.42321,                 1.3573,                  1.414,                  1.491,              0.0059212,              0.0059212,              0.0059212
                    209,                0.80986,                0.40379,                0.89343,                 0.7287,                0.63571,                0.68204,                0.42184,                 1.3564,                 1.4119,                 1.4909,              0.0059014,              0.0059014,              0.0059014
                    210,                0.81055,                0.40293,                0.89295,                 0.7385,                0.63287,                0.68233,                0.42246,                  1.354,                    1.4,                 1.4899,              0.0058816,              0.0058816,              0.0058816
                    211,                0.81476,                0.40737,                0.89656,                 0.7747,                0.61545,                0.68177,                0.42377,                 1.3555,                 1.3946,                 1.4927,              0.0058618,              0.0058618,              0.0058618
                    212,                0.81802,                0.40761,                0.89727,                0.76703,                0.61927,                 0.6819,                0.42272,                 1.3563,                 1.3956,                 1.4939,               0.005842,               0.005842,               0.005842
                    213,                0.81997,                0.40776,                0.89515,                0.76441,                0.61928,                0.68171,                0.42301,                 1.3556,                 1.3957,                 1.4931,              0.0058222,              0.0058222,              0.0058222
                    214,                0.81132,                0.40098,                0.89086,                0.75277,                0.63291,                0.68542,                0.42502,                  1.355,                 1.3945,                 1.4932,              0.0058024,              0.0058024,              0.0058024
                    215,                0.80527,                0.40221,                0.89162,                0.76587,                0.62232,                0.68574,                0.42386,                 1.3563,                 1.4021,                  1.494,              0.0057826,              0.0057826,              0.0057826
                    216,                0.80619,                0.40166,                0.89288,                0.77794,                0.61808,                0.68574,                0.42542,                 1.3551,                 1.3968,                  1.494,              0.0057628,              0.0057628,              0.0057628
                    217,                0.80974,                0.40409,                 0.8905,                0.78837,                 0.6094,                0.68775,                0.42564,                 1.3533,                 1.3927,                 1.4925,               0.005743,               0.005743,               0.005743
                    218,                 0.7958,                0.39521,                0.88942,                0.78427,                0.61173,                0.68915,                0.42632,                 1.3534,                 1.3841,                 1.4937,              0.0057232,              0.0057232,              0.0057232
                    219,                0.80855,                0.40231,                0.89168,                0.76309,                0.62518,                   0.69,                0.42678,                 1.3516,                 1.3791,                 1.4931,              0.0057034,              0.0057034,              0.0057034
                    220,                0.79805,                 0.3986,                0.89052,                0.78158,                0.61348,                 0.6871,                0.42592,                 1.3515,                 1.3812,                 1.4954,              0.0056836,              0.0056836,              0.0056836
                    221,                0.79733,                0.39669,                0.89331,                0.78686,                0.61115,                0.68742,                0.42588,                 1.3523,                 1.3815,                 1.4968,              0.0056638,              0.0056638,              0.0056638
                    222,                0.79481,                0.39542,                0.88996,                0.79752,                 0.6038,                0.68725,                0.42587,                 1.3514,                 1.3826,                 1.4973,               0.005644,               0.005644,               0.005644
                    223,                0.79553,                0.39416,                0.88968,                0.78805,                0.61131,                0.68781,                0.42675,                 1.3495,                 1.3769,                 1.4956,              0.0056242,              0.0056242,              0.0056242
                    224,                0.79336,                0.39289,                0.89167,                  0.796,                0.60609,                0.68649,                0.42676,                 1.3494,                 1.3792,                 1.4955,              0.0056044,              0.0056044,              0.0056044
                    225,                0.79698,                0.39708,                0.88946,                0.79789,                0.60694,                0.68692,                0.42733,                  1.349,                 1.3764,                 1.4965,              0.0055846,              0.0055846,              0.0055846
                    226,                0.79278,                0.39621,                0.88742,                0.80983,                0.60297,                0.68706,                0.42751,                 1.3491,                 1.3746,                  1.497,              0.0055648,              0.0055648,              0.0055648
                    227,                0.79542,                0.39715,                0.88746,                0.81339,                0.59977,                0.68708,                 0.4262,                 1.3498,                 1.3761,                 1.4975,               0.005545,               0.005545,               0.005545
                    228,                0.80006,                 0.3987,                0.88927,                 0.8194,                0.60212,                0.68708,                0.42686,                 1.3493,                 1.3761,                 1.4968,              0.0055252,              0.0055252,              0.0055252
                    229,                0.78654,                0.39256,                0.88656,                0.81942,                 0.6023,                0.68916,                0.42767,                  1.349,                 1.3755,                 1.4962,              0.0055054,              0.0055054,              0.0055054
                    230,                0.78582,                 0.3937,                0.89171,                0.81435,                0.60177,                0.68828,                0.42693,                 1.3485,                 1.3775,                 1.4958,              0.0054856,              0.0054856,              0.0054856
                    231,                0.78673,                0.39179,                 0.8887,                0.81544,                0.60207,                0.68779,                0.42704,                 1.3479,                 1.3809,                 1.4959,              0.0054658,              0.0054658,              0.0054658
                    232,                0.78541,                 0.3914,                 0.8888,                0.80767,                0.60779,                0.68927,                0.42799,                 1.3496,                 1.3868,                 1.4981,               0.005446,               0.005446,               0.005446
                    233,                0.78211,                0.38975,                0.88586,                0.80203,                0.61148,                0.69061,                0.42728,                 1.3492,                 1.3885,                 1.4977,              0.0054262,              0.0054262,              0.0054262
                    234,                0.78032,                0.38923,                0.88435,                0.79129,                0.61824,                0.69016,                0.42719,                 1.3496,                 1.3929,                 1.4982,              0.0054064,              0.0054064,              0.0054064
                    235,                0.77963,                0.39078,                0.88559,                0.79144,                0.61702,                0.69086,                0.42797,                 1.3501,                 1.3974,                 1.4992,              0.0053866,              0.0053866,              0.0053866
                    236,                0.77739,                0.38827,                0.88543,                0.80352,                 0.6112,                0.69229,                0.42837,                 1.3495,                  1.399,                 1.4994,              0.0053668,              0.0053668,              0.0053668
                    237,                 0.7861,                0.38994,                0.88676,                0.77925,                0.62396,                0.69083,                0.42765,                 1.3487,                 1.4009,                 1.4996,               0.005347,               0.005347,               0.005347
                    238,                0.77733,                0.38805,                0.88418,                0.78657,                0.62078,                0.69169,                0.42779,                  1.349,                 1.3986,                 1.5002,              0.0053272,              0.0053272,              0.0053272
                    239,                0.76945,                0.38291,                0.88433,                0.78342,                0.62076,                0.69045,                0.42812,                 1.3496,                 1.4011,                 1.5006,              0.0053074,              0.0053074,              0.0053074
                    240,                0.77427,                0.38627,                0.88281,                0.78899,                0.61881,                0.68949,                 0.4287,                 1.3511,                 1.4029,                 1.5022,              0.0052876,              0.0052876,              0.0052876
                    241,                0.78009,                0.39215,                0.88368,                0.79313,                0.61497,                0.68899,                0.42882,                 1.3518,                 1.4043,                 1.5029,              0.0052678,              0.0052678,              0.0052678
                    242,                0.77293,                0.38263,                0.88104,                0.80291,                0.61035,                0.68877,                0.42818,                  1.353,                 1.4086,                  1.505,               0.005248,               0.005248,               0.005248
                    243,                0.76044,                0.37929,                0.87816,                0.81048,                0.60468,                0.68793,                0.42776,                 1.3536,                 1.4129,                 1.5057,              0.0052282,              0.0052282,              0.0052282
                    244,                0.76753,                0.38036,                0.87944,                0.81365,                0.60482,                0.68748,                0.42815,                 1.3528,                 1.4164,                 1.5052,              0.0052084,              0.0052084,              0.0052084
                    245,                0.76346,                0.38178,                 0.8792,                0.80595,                0.60775,                0.68686,                 0.4273,                  1.354,                 1.4231,                 1.5064,              0.0051886,              0.0051886,              0.0051886
                    246,                 0.7675,                0.38445,                0.88246,                0.79648,                0.61328,                0.68759,                0.42684,                 1.3539,                 1.4287,                 1.5068,              0.0051688,              0.0051688,              0.0051688
                    247,                0.76859,                0.38581,                0.88179,                0.79017,                 0.6185,                0.68769,                0.42717,                 1.3537,                  1.427,                 1.5067,               0.005149,               0.005149,               0.005149
                    248,                0.75887,                0.37595,                0.87627,                0.79614,                0.61682,                0.68785,                0.42713,                 1.3534,                 1.4236,                 1.5063,              0.0051292,              0.0051292,              0.0051292
                    249,                0.76311,                0.37942,                0.87979,                0.79869,                0.61955,                0.68961,                0.42734,                 1.3531,                 1.4222,                 1.5065,              0.0051094,              0.0051094,              0.0051094
                    250,                0.75969,                0.37975,                0.87817,                0.78521,                0.62395,                0.69041,                0.42797,                 1.3532,                 1.4227,                 1.5067,              0.0050896,              0.0050896,              0.0050896
                    251,                0.75474,                0.37682,                0.87726,                0.78753,                 0.6215,                0.68947,                0.42825,                 1.3532,                 1.4215,                 1.5068,              0.0050698,              0.0050698,              0.0050698
                    252,                0.76156,                0.38019,                0.87784,                0.78704,                0.62293,                0.69088,                0.42828,                 1.3529,                 1.4188,                 1.5065,                0.00505,                0.00505,                0.00505
                    253,                0.76187,                0.38066,                0.87924,                0.80364,                0.61723,                0.69307,                0.42854,                 1.3518,                 1.4152,                 1.5057,              0.0050302,              0.0050302,              0.0050302
                    254,                0.74578,                0.37294,                0.87756,                 0.8026,                0.62039,                0.69293,                0.42888,                 1.3517,                 1.4146,                 1.5062,              0.0050104,              0.0050104,              0.0050104
                    255,                0.74802,                0.37437,                0.87673,                0.79898,                0.62112,                0.69346,                0.42985,                 1.3514,                 1.4102,                  1.506,              0.0049906,              0.0049906,              0.0049906
                    256,                 0.7537,                0.37584,                0.87859,                0.80256,                0.62113,                  0.694,                0.42935,                 1.3509,                 1.4062,                 1.5058,              0.0049708,              0.0049708,              0.0049708
                    257,                0.74992,                0.37548,                0.87468,                0.80273,                0.62143,                 0.6939,                0.42909,                 1.3507,                 1.4062,                 1.5056,               0.004951,               0.004951,               0.004951
                    258,                0.75427,                0.37746,                0.87702,                0.79597,                0.62302,                0.69341,                0.42941,                 1.3506,                 1.4056,                 1.5059,              0.0049312,              0.0049312,              0.0049312
                    259,                0.75363,                0.37591,                0.87675,                0.79792,                0.61937,                0.69369,                0.42976,                 1.3511,                 1.4033,                 1.5069,              0.0049114,              0.0049114,              0.0049114
                    260,                 0.7483,                0.37562,                 0.8761,                0.80079,                0.61827,                0.69241,                0.43017,                 1.3511,                 1.4025,                 1.5072,              0.0048916,              0.0048916,              0.0048916
                    261,                0.74958,                0.37736,                0.87699,                 0.7953,                0.62422,                 0.6923,                 0.4299,                 1.3512,                 1.4001,                 1.5076,              0.0048718,              0.0048718,              0.0048718
                    262,                0.74423,                0.37211,                0.87728,                0.80094,                0.62027,                0.69222,                0.42952,                 1.3511,                 1.4003,                  1.508,               0.004852,               0.004852,               0.004852
                    263,                0.74426,                0.37713,                0.87655,                0.79869,                0.62231,                0.69175,                0.42917,                 1.3519,                 1.4025,                 1.5086,              0.0048322,              0.0048322,              0.0048322
                    264,                0.74761,                0.37377,                0.87992,                0.80034,                0.62177,                0.69157,                0.42925,                 1.3519,                  1.403,                 1.5092,              0.0048124,              0.0048124,              0.0048124
                    265,                0.73683,                0.36988,                0.87441,                0.79712,                0.62394,                0.69223,                0.42924,                 1.3515,                 1.4032,                 1.5092,              0.0047926,              0.0047926,              0.0047926
                    266,                0.73538,                0.36921,                0.87355,                0.79791,                0.62291,                0.69149,                 0.4286,                 1.3511,                 1.3996,                 1.5092,              0.0047728,              0.0047728,              0.0047728
                    267,                0.73172,                0.36661,                 0.8752,                0.79354,                0.62248,                0.69107,                0.42832,                 1.3509,                 1.3977,                 1.5094,               0.004753,               0.004753,               0.004753
                    268,                0.73204,                0.36388,                0.87376,                0.78484,                0.62559,                0.69101,                0.42796,                 1.3512,                 1.3979,                 1.5098,              0.0047332,              0.0047332,              0.0047332
                    269,                0.73489,                0.36588,                  0.873,                0.79997,                0.61701,                0.68937,                0.42844,                  1.351,                  1.398,                 1.5096,              0.0047134,              0.0047134,              0.0047134
                    270,                0.73203,                0.36494,                 0.8721,                0.78652,                0.62258,                0.68908,                0.42782,                 1.3515,                 1.3962,                   1.51,              0.0046936,              0.0046936,              0.0046936
                    271,                0.73559,                0.36756,                0.87185,                0.78675,                0.62187,                0.68911,                0.42783,                 1.3516,                 1.3954,                 1.5101,              0.0046738,              0.0046738,              0.0046738
                    272,                0.72475,                0.36329,                0.86778,                0.77953,                0.62627,                0.68863,                0.42769,                 1.3516,                  1.399,                 1.5105,               0.004654,               0.004654,               0.004654
                    273,                0.73516,                 0.3666,                0.86969,                0.77841,                0.62625,                0.68886,                0.42837,                 1.3518,                 1.3984,                 1.5107,              0.0046342,              0.0046342,              0.0046342
                    274,                0.72409,                0.36184,                0.87063,                0.77765,                0.62401,                0.68881,                0.42815,                 1.3515,                 1.3976,                 1.5107,              0.0046144,              0.0046144,              0.0046144
                    275,                0.72863,                0.36609,                0.87109,                0.77887,                0.62271,                0.68858,                0.42797,                 1.3509,                 1.3982,                 1.5102,              0.0045946,              0.0045946,              0.0045946
                    276,                0.72971,                0.36481,                0.87028,                0.77247,                0.62863,                0.69004,                 0.4283,                 1.3512,                 1.3958,                 1.5107,              0.0045748,              0.0045748,              0.0045748
                    277,                0.72892,                0.36515,                0.86779,                0.77555,                0.62801,                0.69046,                0.42799,                 1.3521,                 1.3971,                 1.5122,               0.004555,               0.004555,               0.004555
                    278,                0.71769,                 0.3601,                0.86898,                0.77467,                0.62533,                0.69043,                0.42812,                 1.3519,                 1.3993,                 1.5121,              0.0045352,              0.0045352,              0.0045352
                    279,                0.72272,                0.36046,                0.86882,                0.77567,                0.62593,                0.69036,                0.42798,                 1.3514,                 1.3998,                 1.5118,              0.0045154,              0.0045154,              0.0045154
                    280,                0.72511,                0.36447,                0.86773,                0.77721,                0.62357,                 0.6908,                0.42854,                 1.3518,                 1.3997,                 1.5117,              0.0044956,              0.0044956,              0.0044956
                    281,                0.71555,                0.35747,                0.86801,                0.79124,                0.61538,                0.68988,                0.42831,                 1.3516,                 1.3968,                 1.5119,              0.0044758,              0.0044758,              0.0044758
                    282,                 0.7154,                0.35708,                0.86891,                0.79203,                 0.6133,                0.68997,                0.42835,                 1.3515,                 1.3969,                  1.512,               0.004456,               0.004456,               0.004456
                    283,                0.72385,                0.36376,                0.87084,                0.79129,                0.61492,                0.69018,                0.42792,                 1.3517,                 1.3963,                 1.5123,              0.0044362,              0.0044362,              0.0044362
                    284,                0.71163,                0.35724,                 0.8673,                0.79043,                0.61556,                0.69003,                0.42781,                 1.3515,                 1.3966,                 1.5126,              0.0044164,              0.0044164,              0.0044164
                    285,                0.71186,                0.35707,                0.86872,                0.78971,                0.61526,                0.69039,                0.42849,                 1.3514,                 1.3954,                 1.5127,              0.0043966,              0.0043966,              0.0043966
                    286,                0.71303,                0.35789,                 0.8683,                0.78795,                0.61575,                0.68918,                 0.4285,                 1.3515,                 1.3945,                 1.5132,              0.0043768,              0.0043768,              0.0043768
                    287,                0.71268,                0.35867,                0.86641,                0.78498,                0.61886,                0.69041,                0.42872,                 1.3512,                 1.3932,                 1.5133,               0.004357,               0.004357,               0.004357
                    288,                0.70946,                0.35398,                 0.8658,                0.78801,                0.61292,                0.68976,                0.42847,                 1.3502,                 1.3936,                 1.5129,              0.0043372,              0.0043372,              0.0043372
                    289,                0.70608,                0.35239,                0.86563,                0.78633,                0.61357,                0.68968,                0.42824,                 1.3506,                 1.3941,                 1.5134,              0.0043174,              0.0043174,              0.0043174
                    290,                0.71442,                0.35755,                0.86758,                0.75816,                0.62594,                0.68835,                0.42811,                 1.3503,                 1.3934,                 1.5134,              0.0042976,              0.0042976,              0.0042976
                    291,                0.70827,                0.35452,                0.86843,                0.75798,                0.62683,                0.68809,                 0.4285,                   1.35,                 1.3945,                 1.5138,              0.0042778,              0.0042778,              0.0042778
                    292,                0.70484,                0.35215,                0.86456,                0.75756,                0.62772,                0.68811,                0.42844,                 1.3495,                 1.3954,                  1.513,               0.004258,               0.004258,               0.004258
                    293,                0.70154,                0.35091,                0.86484,                0.75344,                0.63094,                0.68867,                0.42849,                 1.3493,                 1.3951,                 1.5129,              0.0042382,              0.0042382,              0.0042382
                    294,                0.70206,                0.35254,                0.86465,                0.74922,                0.63256,                0.68852,                0.42886,                 1.3496,                 1.3957,                 1.5135,              0.0042184,              0.0042184,              0.0042184
                    295,                0.70029,                0.34974,                0.86556,                0.75041,                0.63119,                0.68824,                0.42912,                 1.3497,                 1.3973,                 1.5137,              0.0041986,              0.0041986,              0.0041986
                    296,                0.69659,                0.34929,                0.86581,                0.75123,                0.63192,                0.68822,                0.42972,                 1.3494,                 1.3957,                  1.514,              0.0041788,              0.0041788,              0.0041788
                    297,                0.69069,                0.34657,                0.86303,                0.74938,                0.63214,                0.68843,                0.42983,                 1.3493,                 1.3946,                 1.5141,               0.004159,               0.004159,               0.004159
                    298,                0.70871,                0.35366,                0.86521,                0.74812,                0.63535,                0.68789,                0.42926,                 1.3493,                 1.3978,                 1.5139,              0.0041392,              0.0041392,              0.0041392
                    299,                0.69604,                0.34943,                0.86331,                0.74654,                 0.6355,                0.68752,                0.42933,                  1.349,                 1.3992,                  1.514,              0.0041194,              0.0041194,              0.0041194
                    300,                0.69359,                0.34869,                0.86403,                0.74627,                0.63547,                0.68694,                0.42905,                  1.349,                 1.3998,                 1.5141,              0.0040996,              0.0040996,              0.0040996
                    301,                0.69948,                0.34924,                0.86633,                0.74668,                0.63531,                0.68663,                0.42888,                 1.3489,                 1.4003,                 1.5144,              0.0040798,              0.0040798,              0.0040798
                    302,                0.69493,                0.34815,                0.86317,                0.74836,                0.63615,                0.68674,                  0.429,                 1.3488,                 1.4015,                 1.5143,                0.00406,                0.00406,                0.00406
                    303,                0.69204,                0.34852,                0.86289,                0.74873,                0.63565,                0.68624,                0.42914,                 1.3484,                  1.402,                  1.514,              0.0040402,              0.0040402,              0.0040402
                    304,                0.68581,                 0.3444,                0.86043,                0.74919,                0.63444,                 0.6868,                0.42926,                 1.3487,                 1.4028,                 1.5144,              0.0040204,              0.0040204,              0.0040204
                    305,                0.68586,                0.34543,                0.86291,                 0.7486,                0.63339,                0.68644,                0.42886,                  1.349,                 1.4032,                 1.5147,              0.0040006,              0.0040006,              0.0040006
                    306,                0.69069,                0.34606,                0.86306,                 0.7494,                0.63339,                0.68701,                0.42909,                 1.3487,                 1.4019,                 1.5148,              0.0039808,              0.0039808,              0.0039808
                    307,                0.68493,                0.34381,                0.85937,                0.74861,                0.63338,                0.68688,                0.42925,                 1.3485,                 1.4024,                 1.5152,               0.003961,               0.003961,               0.003961
                    308,                  0.689,                0.34575,                0.86186,                0.74413,                0.63691,                0.68685,                0.42926,                 1.3483,                 1.4022,                 1.5152,              0.0039412,              0.0039412,              0.0039412
                    309,                0.68482,                0.34145,                0.86059,                0.74262,                 0.6361,                0.68671,                0.42911,                  1.349,                 1.4038,                 1.5159,              0.0039214,              0.0039214,              0.0039214
