               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 550,            0.044083,             0.04531,          0.00047265,             0.79013,              0.6242,              0.6812,             0.40274,            0.048001,            0.074052,           0.0047811,            0.005059,            0.005059,            0.005059
                 551,            0.044602,            0.045429,           0.0004515,             0.78839,             0.62495,             0.68105,             0.40246,            0.048004,            0.074061,           0.0047774,             0.00505,             0.00505,             0.00505
                 552,            0.044646,            0.045079,          0.00048648,             0.78839,             0.62528,             0.68115,             0.40262,            0.048005,            0.074077,           0.0047751,            0.005041,            0.005041,            0.005041
                 553,            0.045305,            0.045139,          0.00044605,             0.78886,              0.6246,             0.68117,             0.40256,            0.048007,            0.074086,           0.0047742,            0.005032,            0.005032,            0.005032
                 554,            0.044651,            0.044196,          0.00052478,             0.79004,              0.6236,             0.68089,              0.4024,             0.04801,            0.074089,           0.0047745,            0.005023,            0.005023,            0.005023
                 555,            0.044637,            0.046115,          0.00049452,             0.79233,             0.62309,             0.68128,             0.40265,            0.048011,            0.074112,           0.0047759,            0.005014,            0.005014,            0.005014
                 556,            0.044867,            0.045043,          0.00044201,             0.79095,             0.62406,              0.6809,             0.40251,            0.048011,            0.074127,           0.0047762,            0.005005,            0.005005,            0.005005
                 557,            0.044209,            0.045545,          0.00043921,             0.79219,             0.62279,             0.68095,             0.40266,            0.048012,            0.074139,           0.0047791,            0.004996,            0.004996,            0.004996
                 558,            0.044429,            0.044395,          0.00045997,             0.79174,             0.62263,             0.68072,             0.40229,            0.048014,            0.074161,           0.0047806,            0.004987,            0.004987,            0.004987
                 559,            0.044571,            0.044379,          0.00045614,             0.79188,             0.62338,             0.68085,             0.40236,            0.048013,            0.074168,           0.0047839,            0.004978,            0.004978,            0.004978
                 560,            0.044729,            0.043974,          0.00047375,             0.78881,             0.62555,             0.68151,             0.40238,            0.048014,            0.074161,           0.0047848,            0.004969,            0.004969,            0.004969
                 561,            0.043971,            0.044123,          0.00044239,               0.789,             0.62446,             0.68119,             0.40225,            0.048016,            0.074185,           0.0047847,             0.00496,             0.00496,             0.00496
                 562,            0.044086,            0.044958,          0.00044703,             0.78919,             0.62461,             0.68135,             0.40228,            0.048014,            0.074183,           0.0047887,            0.004951,            0.004951,            0.004951
                 563,            0.044198,            0.045759,          0.00044113,             0.78817,              0.6246,             0.68083,             0.40231,            0.048013,              0.0742,           0.0047929,            0.004942,            0.004942,            0.004942
                 564,            0.044498,            0.044768,          0.00042477,             0.78722,             0.62518,             0.68067,             0.40206,            0.048015,            0.074203,           0.0047953,            0.004933,            0.004933,            0.004933
                 565,            0.044177,            0.045339,          0.00042365,             0.78764,             0.62519,             0.68091,             0.40211,            0.048015,            0.074207,           0.0047972,            0.004924,            0.004924,            0.004924
                 566,            0.044066,            0.045619,          0.00043903,             0.78764,             0.62502,             0.68086,             0.40216,            0.048017,            0.074204,           0.0047988,            0.004915,            0.004915,            0.004915
                 567,            0.045027,            0.043423,          0.00045176,             0.78746,             0.62508,             0.68062,             0.40183,             0.04802,            0.074213,           0.0048017,            0.004906,            0.004906,            0.004906
                 568,            0.043636,            0.044382,          0.00041006,             0.78755,             0.62484,             0.68066,              0.4016,            0.048024,            0.074235,           0.0047976,            0.004897,            0.004897,            0.004897
                 569,            0.044385,            0.044172,          0.00045157,             0.78783,             0.62493,             0.68076,             0.40167,            0.048025,            0.074232,           0.0047996,            0.004888,            0.004888,            0.004888
                 570,            0.044543,            0.044799,          0.00044632,             0.78695,             0.62383,             0.68016,             0.40173,            0.048025,            0.074207,           0.0047973,            0.004879,            0.004879,            0.004879
                 571,             0.04357,            0.044244,          0.00045633,             0.78849,             0.62334,             0.68043,             0.40164,            0.048029,            0.074237,           0.0047986,             0.00487,             0.00487,             0.00487
                 572,            0.044357,            0.043987,          0.00044675,             0.78973,             0.62333,             0.68054,              0.4017,            0.048029,            0.074248,           0.0047987,            0.004861,            0.004861,            0.004861
                 573,            0.044238,            0.043883,          0.00047739,             0.78987,             0.62263,             0.68044,             0.40152,             0.04803,            0.074277,           0.0047982,            0.004852,            0.004852,            0.004852
                 574,            0.044131,            0.043995,          0.00052905,             0.78975,             0.62245,             0.68042,             0.40197,            0.048029,            0.074281,           0.0048004,            0.004843,            0.004843,            0.004843
                 575,            0.044356,            0.044801,          0.00047399,             0.78877,             0.62244,             0.68031,             0.40188,             0.04803,            0.074298,           0.0048001,            0.004834,            0.004834,            0.004834
                 576,            0.044361,            0.043971,          0.00044973,              0.7889,              0.6225,             0.68017,             0.40165,            0.048031,            0.074307,           0.0048014,            0.004825,            0.004825,            0.004825
                 577,            0.043498,            0.043711,          0.00040575,             0.78952,             0.62265,             0.68005,             0.40191,            0.048024,            0.074321,           0.0048042,            0.004816,            0.004816,            0.004816
                 578,            0.043493,            0.043231,          0.00040893,             0.78828,             0.62265,             0.68005,             0.40187,            0.048023,            0.074334,           0.0048087,            0.004807,            0.004807,            0.004807
                 579,            0.043779,            0.044121,          0.00039485,             0.78794,             0.62248,             0.67999,             0.40184,            0.048024,            0.074346,           0.0048122,            0.004798,            0.004798,            0.004798
                 580,            0.043779,            0.043926,          0.00042443,             0.78991,             0.62192,             0.67968,             0.40144,            0.048027,            0.074352,           0.0048143,            0.004789,            0.004789,            0.004789
                 581,             0.04346,            0.044143,          0.00045215,             0.78979,             0.62194,             0.67964,             0.40192,            0.048029,            0.074378,           0.0048195,             0.00478,             0.00478,             0.00478
                 582,            0.043725,             0.04377,          0.00045202,             0.78889,             0.62145,             0.67953,             0.40182,            0.048025,            0.074376,           0.0048249,            0.004771,            0.004771,            0.004771
                 583,            0.044438,            0.045009,          0.00047813,              0.7896,             0.62227,             0.68015,             0.40197,            0.048024,             0.07439,           0.0048282,            0.004762,            0.004762,            0.004762
                 584,            0.043994,            0.044712,          0.00042883,             0.78955,             0.62238,             0.67994,             0.40195,            0.048025,            0.074389,           0.0048295,            0.004753,            0.004753,            0.004753
                 585,            0.043666,            0.044753,          0.00041372,             0.78874,             0.62172,             0.67937,             0.40153,            0.048027,            0.074398,           0.0048336,            0.004744,            0.004744,            0.004744
                 586,            0.044031,            0.044204,          0.00043423,             0.78892,             0.62169,             0.67916,              0.4015,            0.048027,              0.0744,           0.0048371,            0.004735,            0.004735,            0.004735
                 587,            0.044015,            0.044841,          0.00043398,             0.78891,             0.62152,             0.67916,             0.40156,            0.048028,            0.074398,           0.0048429,            0.004726,            0.004726,            0.004726
                 588,            0.044035,            0.044673,           0.0004442,             0.78872,             0.62165,              0.6793,             0.40173,            0.048027,            0.074399,           0.0048474,            0.004717,            0.004717,            0.004717
                 589,            0.044043,            0.043246,          0.00040524,             0.78915,             0.62162,             0.67911,             0.40165,            0.048034,            0.074414,           0.0048518,            0.004708,            0.004708,            0.004708
                 590,            0.044612,            0.044218,          0.00040473,             0.78927,             0.62131,             0.67891,             0.40158,            0.048033,            0.074418,           0.0048583,            0.004699,            0.004699,            0.004699
                 591,            0.043969,              0.0431,          0.00043108,              0.7897,             0.62154,             0.67903,             0.40128,            0.048036,            0.074434,           0.0048583,             0.00469,             0.00469,             0.00469
                 592,             0.04363,            0.044176,          0.00042034,             0.79069,             0.62112,             0.67892,             0.40141,            0.048036,            0.074457,           0.0048596,            0.004681,            0.004681,            0.004681
                 593,            0.044009,            0.044483,          0.00048561,             0.79084,             0.62066,             0.67883,             0.40143,            0.048037,            0.074478,           0.0048614,            0.004672,            0.004672,            0.004672
                 594,            0.043975,            0.044214,          0.00047397,             0.79076,             0.62063,               0.679,             0.40125,            0.048033,            0.074492,           0.0048647,            0.004663,            0.004663,            0.004663
                 595,            0.043831,            0.044292,           0.0004352,             0.79049,             0.62104,             0.67889,             0.40132,            0.048036,            0.074518,           0.0048682,            0.004654,            0.004654,            0.004654
                 596,            0.043514,            0.043948,          0.00043523,             0.79037,             0.62083,             0.67884,             0.40161,            0.048035,            0.074519,           0.0048705,            0.004645,            0.004645,            0.004645
                 597,            0.042662,             0.04415,          0.00044128,             0.79072,             0.62164,             0.67901,             0.40144,            0.048037,            0.074552,           0.0048736,            0.004636,            0.004636,            0.004636
                 598,            0.043623,            0.044133,          0.00046007,             0.79072,             0.62145,             0.67899,             0.40131,             0.04804,            0.074578,           0.0048728,            0.004627,            0.004627,            0.004627
                 599,            0.043498,            0.044116,          0.00044644,             0.78997,             0.62217,             0.67924,              0.4014,            0.048039,             0.07457,           0.0048734,            0.004618,            0.004618,            0.004618
                 600,            0.043491,            0.044184,          0.00040868,             0.79002,             0.62106,             0.67894,             0.40123,            0.048039,            0.074572,           0.0048755,            0.004609,            0.004609,            0.004609
                 601,            0.043425,            0.044226,          0.00043659,             0.78974,             0.62119,             0.67888,             0.40131,            0.048041,            0.074611,           0.0048831,              0.0046,              0.0046,              0.0046
                 602,            0.042706,            0.044368,          0.00041238,             0.79084,             0.62143,             0.67844,             0.40125,            0.048042,            0.074612,           0.0048852,            0.004591,            0.004591,            0.004591
                 603,            0.043856,            0.044918,          0.00047352,             0.79076,             0.62121,             0.67789,             0.40112,            0.048044,            0.074628,            0.004889,            0.004582,            0.004582,            0.004582
                 604,            0.044141,            0.043675,          0.00042904,             0.79064,             0.62112,             0.67776,             0.40144,            0.048047,            0.074665,           0.0048928,            0.004573,            0.004573,            0.004573
                 605,            0.043674,            0.044001,          0.00042195,             0.79063,             0.62142,              0.6777,             0.40149,             0.04805,            0.074675,           0.0048926,            0.004564,            0.004564,            0.004564
                 606,            0.042861,            0.043796,          0.00041323,             0.79062,             0.62186,             0.67766,              0.4015,             0.04805,            0.074684,           0.0048955,            0.004555,            0.004555,            0.004555
                 607,            0.043346,            0.043204,          0.00042643,              0.7907,             0.62161,             0.67761,             0.40136,            0.048052,            0.074693,           0.0048968,            0.004546,            0.004546,            0.004546
                 608,            0.042964,            0.043889,          0.00043889,             0.79036,             0.62128,             0.67753,             0.40139,            0.048056,            0.074693,            0.004902,            0.004537,            0.004537,            0.004537
                 609,            0.043446,            0.043596,          0.00043648,             0.79009,             0.62209,             0.67743,             0.40123,            0.048057,            0.074706,           0.0049075,            0.004528,            0.004528,            0.004528
                 610,            0.043596,            0.043364,          0.00042608,             0.78993,             0.62215,             0.67736,             0.40116,             0.04806,            0.074721,           0.0049067,            0.004519,            0.004519,            0.004519
                 611,            0.043104,            0.043057,          0.00041878,             0.78988,             0.62232,             0.67738,              0.4006,            0.048062,            0.074731,           0.0049104,             0.00451,             0.00451,             0.00451
                 612,             0.04364,            0.043967,          0.00040436,             0.78919,             0.62258,              0.6774,             0.40094,            0.048064,            0.074736,           0.0049121,            0.004501,            0.004501,            0.004501
                 613,            0.043609,            0.043614,          0.00041505,             0.78907,              0.6224,             0.67705,               0.401,            0.048068,            0.074748,           0.0049097,            0.004492,            0.004492,            0.004492
                 614,            0.042794,            0.043794,          0.00040554,             0.78431,             0.62353,             0.67686,              0.4007,             0.04807,            0.074757,           0.0049093,            0.004483,            0.004483,            0.004483
                 615,            0.043376,            0.043743,          0.00038822,             0.78117,             0.62592,             0.67688,             0.40102,            0.048074,            0.074774,           0.0049087,            0.004474,            0.004474,            0.004474
                 616,            0.043289,            0.043524,          0.00045277,             0.78048,             0.62598,             0.67691,             0.40102,            0.048081,            0.074789,           0.0049082,            0.004465,            0.004465,            0.004465
                 617,            0.043029,            0.044218,          0.00038775,             0.78185,             0.62432,             0.67726,             0.40104,            0.048083,             0.07481,           0.0049111,            0.004456,            0.004456,            0.004456
                 618,            0.043333,            0.043641,          0.00037377,             0.78012,             0.62575,             0.67716,             0.40101,            0.048086,             0.07481,           0.0049111,            0.004447,            0.004447,            0.004447
                 619,            0.043879,            0.043746,          0.00041985,             0.77967,             0.62524,             0.67713,             0.40086,            0.048088,             0.07481,           0.0049151,            0.004438,            0.004438,            0.004438
                 620,            0.043516,            0.042995,          0.00042523,              0.7782,             0.62582,             0.67675,             0.40061,             0.04809,            0.074827,           0.0049219,            0.004429,            0.004429,            0.004429
                 621,            0.042995,            0.043491,          0.00039715,             0.78877,             0.62099,             0.67669,             0.40077,            0.048094,            0.074851,           0.0049257,             0.00442,             0.00442,             0.00442
                 622,             0.04308,            0.043384,          0.00041357,             0.78874,             0.62078,             0.67668,             0.40053,            0.048098,            0.074862,           0.0049241,            0.004411,            0.004411,            0.004411
                 623,            0.042764,            0.043375,          0.00038844,             0.78867,             0.62072,             0.67691,              0.4006,            0.048102,             0.07488,           0.0049213,            0.004402,            0.004402,            0.004402
                 624,             0.04282,            0.043128,           0.0003912,             0.78295,             0.62257,             0.67674,              0.4004,            0.048103,            0.074888,           0.0049223,            0.004393,            0.004393,            0.004393
                 625,            0.043666,            0.042822,          0.00040392,             0.77749,             0.62651,             0.67658,             0.40031,             0.04811,            0.074914,            0.004926,            0.004384,            0.004384,            0.004384
                 626,            0.042945,            0.043565,          0.00039253,             0.77684,             0.62682,             0.67676,             0.40016,            0.048117,            0.074926,            0.004925,            0.004375,            0.004375,            0.004375
                 627,            0.043066,            0.042346,          0.00038097,             0.77694,              0.6263,             0.67664,             0.40005,            0.048124,             0.07496,           0.0049203,            0.004366,            0.004366,            0.004366
                 628,            0.042725,            0.043481,          0.00040999,             0.77776,              0.6254,             0.67637,             0.40007,            0.048128,            0.074976,           0.0049231,            0.004357,            0.004357,            0.004357
                 629,            0.043229,            0.042963,          0.00040972,             0.78685,             0.62059,             0.67567,             0.39987,            0.048133,            0.074988,           0.0049286,            0.004348,            0.004348,            0.004348
                 630,            0.043258,            0.043424,          0.00040529,             0.78399,             0.62213,             0.67604,             0.39971,            0.048138,            0.075016,           0.0049293,            0.004339,            0.004339,            0.004339
                 631,            0.042868,            0.043798,          0.00039335,             0.77846,             0.62493,             0.67572,             0.39983,            0.048141,            0.075043,           0.0049274,             0.00433,             0.00433,             0.00433
                 632,            0.042864,            0.043683,           0.0003708,             0.77764,             0.62493,             0.67529,             0.39976,            0.048143,             0.07507,           0.0049298,            0.004321,            0.004321,            0.004321
                 633,            0.043113,            0.042908,          0.00039654,             0.77677,             0.62533,             0.67537,             0.39967,            0.048147,            0.075081,           0.0049329,            0.004312,            0.004312,            0.004312
                 634,            0.043269,            0.043186,          0.00043124,             0.77662,             0.62531,             0.67506,             0.39963,            0.048149,            0.075124,           0.0049364,            0.004303,            0.004303,            0.004303
                 635,            0.042095,            0.042975,          0.00042174,             0.77182,             0.62845,             0.67505,             0.39965,            0.048152,            0.075141,           0.0049381,            0.004294,            0.004294,            0.004294
                 636,            0.042544,            0.042834,          0.00037457,             0.78013,             0.62087,             0.67548,             0.39986,            0.048154,            0.075159,           0.0049376,            0.004285,            0.004285,            0.004285
                 637,            0.042929,            0.042906,          0.00041985,             0.77656,              0.6249,             0.67564,             0.39975,            0.048158,            0.075169,           0.0049364,            0.004276,            0.004276,            0.004276
                 638,            0.043414,            0.043023,           0.0004434,             0.77698,             0.62465,             0.67595,             0.39963,            0.048158,            0.075185,           0.0049397,            0.004267,            0.004267,            0.004267
                 639,            0.042695,            0.042668,          0.00042835,             0.77724,             0.62449,             0.67581,              0.3997,             0.04816,            0.075235,           0.0049411,            0.004258,            0.004258,            0.004258
                 640,            0.042825,            0.043608,          0.00038993,             0.77712,             0.62462,             0.67584,              0.3999,            0.048163,            0.075231,           0.0049434,            0.004249,            0.004249,            0.004249
                 641,            0.043318,            0.043159,          0.00039805,             0.77749,             0.62458,             0.67567,             0.39974,            0.048168,            0.075268,           0.0049436,             0.00424,             0.00424,             0.00424
                 642,            0.043366,            0.043058,          0.00040012,             0.77788,              0.6251,             0.67575,             0.40006,            0.048173,            0.075292,           0.0049401,            0.004231,            0.004231,            0.004231
                 643,            0.042657,            0.042519,          0.00041019,             0.77823,             0.62491,             0.67559,             0.40057,             0.04818,             0.07534,           0.0049406,            0.004222,            0.004222,            0.004222
                 644,            0.042129,            0.042801,          0.00035927,             0.77859,             0.62469,             0.67547,             0.40004,            0.048184,            0.075364,           0.0049366,            0.004213,            0.004213,            0.004213
                 645,             0.04238,            0.042897,          0.00037193,             0.77682,             0.62474,             0.67549,             0.39991,            0.048191,            0.075377,            0.004936,            0.004204,            0.004204,            0.004204
                 646,            0.042508,            0.042776,           0.0003536,              0.7768,             0.62451,             0.67544,             0.40012,            0.048195,            0.075426,           0.0049332,            0.004195,            0.004195,            0.004195
                 647,            0.042348,             0.04319,          0.00038806,             0.77205,             0.62682,             0.67541,             0.40039,              0.0482,            0.075444,           0.0049311,            0.004186,            0.004186,            0.004186
                 648,            0.043111,            0.043122,          0.00042254,             0.77004,             0.62833,             0.67537,             0.40038,              0.0482,             0.07546,           0.0049308,            0.004177,            0.004177,            0.004177
                 649,            0.042596,            0.042643,           0.0004154,             0.77048,             0.62936,             0.67546,             0.40017,            0.048205,            0.075475,           0.0049324,            0.004168,            0.004168,            0.004168
                 650,            0.041427,            0.042713,          0.00036658,             0.77108,             0.62902,             0.67547,             0.39996,             0.04821,            0.075528,           0.0049334,            0.004159,            0.004159,            0.004159
                 651,            0.042409,            0.042969,          0.00040875,             0.77045,             0.62814,             0.67525,             0.39994,            0.048216,            0.075552,           0.0049359,             0.00415,             0.00415,             0.00415
                 652,            0.042061,            0.042763,          0.00039609,             0.77036,             0.62786,             0.67529,             0.39998,             0.04822,            0.075589,           0.0049349,            0.004141,            0.004141,            0.004141
                 653,            0.042145,            0.043172,          0.00041456,             0.77001,             0.62781,             0.67489,             0.39967,            0.048222,            0.075602,           0.0049371,            0.004132,            0.004132,            0.004132
                 654,            0.042456,            0.042225,          0.00035405,             0.76988,             0.62681,             0.67463,             0.39952,            0.048224,            0.075633,           0.0049364,            0.004123,            0.004123,            0.004123
                 655,            0.042517,            0.042626,           0.0003942,             0.76882,             0.62795,             0.67488,             0.39966,            0.048222,            0.075635,           0.0049406,            0.004114,            0.004114,            0.004114
                 656,            0.042904,            0.042318,           0.0004067,             0.76884,             0.62695,              0.6754,             0.39966,            0.048223,            0.075665,           0.0049447,            0.004105,            0.004105,            0.004105
                 657,            0.042055,            0.043204,          0.00036226,             0.76876,             0.62722,             0.67537,              0.3995,            0.048221,            0.075683,            0.004946,            0.004096,            0.004096,            0.004096
                 658,            0.042044,            0.042689,           0.0004117,             0.76849,             0.62733,              0.6753,             0.39971,             0.04822,            0.075711,           0.0049447,            0.004087,            0.004087,            0.004087
                 659,            0.042606,             0.04197,          0.00038917,             0.76836,             0.62754,             0.67496,             0.39906,            0.048219,            0.075716,           0.0049452,            0.004078,            0.004078,            0.004078
                 660,            0.042562,            0.042438,          0.00040237,             0.76801,             0.62785,             0.67469,             0.39912,            0.048221,            0.075734,           0.0049422,            0.004069,            0.004069,            0.004069
                 661,            0.042326,            0.043214,          0.00036952,             0.76888,             0.62758,             0.67465,              0.3993,            0.048223,            0.075761,           0.0049447,             0.00406,             0.00406,             0.00406
                 662,             0.04183,            0.042091,          0.00033815,             0.76891,             0.62755,             0.67463,             0.39956,            0.048222,            0.075777,            0.004948,            0.004051,            0.004051,            0.004051
                 663,            0.041796,            0.041664,           0.0003496,             0.76856,             0.62679,             0.67422,             0.39947,            0.048222,            0.075807,           0.0049453,            0.004042,            0.004042,            0.004042
                 664,            0.042051,            0.042721,           0.0003615,             0.76923,             0.62704,             0.67456,             0.39952,            0.048225,            0.075852,           0.0049455,            0.004033,            0.004033,            0.004033
                 665,            0.041798,            0.042686,          0.00038939,             0.76825,             0.62727,              0.6746,             0.39959,            0.048226,             0.07587,           0.0049457,            0.004024,            0.004024,            0.004024
                 666,            0.042115,             0.04278,          0.00035006,             0.77092,             0.62742,             0.67481,              0.3993,             0.04823,            0.075894,           0.0049462,            0.004015,            0.004015,            0.004015
                 667,            0.042259,            0.043417,          0.00036783,             0.76947,             0.62827,             0.67488,             0.39927,            0.048235,            0.075924,           0.0049428,            0.004006,            0.004006,            0.004006
                 668,            0.042012,             0.04174,          0.00037201,             0.76818,             0.62938,              0.6748,             0.39914,            0.048236,            0.075947,            0.004942,            0.003997,            0.003997,            0.003997
                 669,            0.042001,            0.042617,          0.00035788,             0.77085,             0.62673,             0.67456,             0.39878,             0.04824,            0.075994,           0.0049452,            0.003988,            0.003988,            0.003988
                 670,            0.041903,            0.043322,          0.00037043,             0.77045,             0.62692,             0.67441,             0.39885,            0.048239,             0.07603,           0.0049496,            0.003979,            0.003979,            0.003979
                 671,            0.042136,            0.042399,          0.00043802,             0.77046,             0.62717,             0.67424,             0.39859,             0.04824,            0.076038,           0.0049563,             0.00397,             0.00397,             0.00397
                 672,            0.042068,            0.041865,          0.00038764,             0.77088,             0.62675,             0.67432,             0.39857,            0.048239,            0.076053,           0.0049625,            0.003961,            0.003961,            0.003961
                 673,            0.042565,            0.041464,          0.00043384,             0.77129,             0.62616,             0.67429,             0.39854,            0.048239,            0.076072,            0.004965,            0.003952,            0.003952,            0.003952
                 674,            0.042087,            0.041586,          0.00038498,             0.77275,             0.62567,             0.67411,             0.39848,            0.048237,            0.076067,           0.0049686,            0.003943,            0.003943,            0.003943
                 675,            0.041917,            0.042374,          0.00038952,             0.77361,             0.62559,             0.67429,             0.39844,            0.048239,            0.076097,           0.0049708,            0.003934,            0.003934,            0.003934
                 676,            0.042973,            0.041597,          0.00041869,             0.77285,             0.62544,             0.67435,             0.39858,             0.04824,            0.076109,           0.0049742,            0.003925,            0.003925,            0.003925
                 677,            0.042247,            0.042546,          0.00039724,              0.7748,              0.6241,             0.67423,             0.39838,            0.048243,            0.076128,           0.0049782,            0.003916,            0.003916,            0.003916
                 678,             0.04228,            0.041832,          0.00037641,             0.77334,             0.62491,             0.67419,             0.39834,            0.048243,            0.076158,           0.0049847,            0.003907,            0.003907,            0.003907
                 679,            0.041883,             0.04184,          0.00035466,             0.77285,             0.62528,             0.67417,             0.39844,            0.048242,            0.076159,           0.0049871,            0.003898,            0.003898,            0.003898
                 680,            0.042122,            0.042681,           0.0003662,             0.77216,             0.62508,             0.67477,             0.39858,            0.048241,             0.07619,           0.0049843,            0.003889,            0.003889,            0.003889
                 681,             0.04185,            0.041096,           0.0003403,             0.77197,             0.62516,             0.67457,             0.39863,            0.048241,            0.076233,           0.0049845,             0.00388,             0.00388,             0.00388
                 682,            0.041788,            0.042375,          0.00036031,              0.7709,             0.62649,               0.675,             0.39838,            0.048241,            0.076247,           0.0049875,            0.003871,            0.003871,            0.003871
                 683,            0.042163,            0.042194,          0.00039242,              0.7862,             0.61636,             0.67469,              0.3985,            0.048241,            0.076253,           0.0049865,            0.003862,            0.003862,            0.003862
                 684,             0.04128,            0.042276,          0.00037784,             0.78603,             0.61692,              0.6747,             0.39868,            0.048241,            0.076277,           0.0049859,            0.003853,            0.003853,            0.003853
                 685,            0.041972,            0.041977,           0.0003929,             0.78608,             0.61698,             0.67445,             0.39831,            0.048246,            0.076297,           0.0049847,            0.003844,            0.003844,            0.003844
                 686,            0.042374,            0.041955,           0.0004253,             0.78607,             0.61635,             0.67438,             0.39816,            0.048248,            0.076322,           0.0049885,            0.003835,            0.003835,            0.003835
                 687,            0.042123,            0.042553,          0.00036858,             0.78572,             0.61705,             0.67436,             0.39811,             0.04825,            0.076318,           0.0049893,            0.003826,            0.003826,            0.003826
                 688,            0.041995,            0.041346,          0.00038278,             0.78509,             0.61802,             0.67409,             0.39808,            0.048256,             0.07634,           0.0049909,            0.003817,            0.003817,            0.003817
                 689,            0.042165,            0.042384,          0.00038908,             0.78503,             0.61823,             0.67425,              0.3984,            0.048261,            0.076359,           0.0049926,            0.003808,            0.003808,            0.003808
                 690,            0.041635,            0.041537,          0.00037486,             0.78607,             0.61598,             0.67414,             0.39809,            0.048262,            0.076362,               0.005,            0.003799,            0.003799,            0.003799
                 691,            0.041521,             0.04222,          0.00036989,             0.78596,             0.61598,              0.6742,             0.39825,            0.048263,            0.076386,            0.005001,             0.00379,             0.00379,             0.00379
                 692,            0.042401,            0.040969,          0.00037802,             0.78593,             0.61575,             0.67416,             0.39842,            0.048267,            0.076386,           0.0050016,            0.003781,            0.003781,            0.003781
                 693,            0.042155,             0.04194,          0.00040758,             0.78582,             0.61578,             0.67349,             0.39835,             0.04827,            0.076405,           0.0050025,            0.003772,            0.003772,            0.003772
                 694,            0.041957,            0.041624,           0.0003856,             0.78603,             0.61616,             0.67356,              0.3983,             0.04827,            0.076416,            0.005004,            0.003763,            0.003763,            0.003763
                 695,            0.042099,            0.041836,          0.00037088,             0.78645,             0.61585,             0.67351,             0.39849,            0.048275,            0.076437,           0.0050031,            0.003754,            0.003754,            0.003754
                 696,            0.041821,            0.041901,          0.00035219,              0.7864,             0.61748,              0.6735,             0.39869,            0.048278,             0.07646,           0.0050058,            0.003745,            0.003745,            0.003745
                 697,            0.041473,            0.040958,          0.00033758,             0.78717,             0.61623,             0.67357,             0.39833,             0.04828,            0.076463,           0.0050074,            0.003736,            0.003736,            0.003736
                 698,            0.041417,            0.041997,          0.00039508,             0.78722,             0.61686,             0.67354,             0.39833,            0.048281,            0.076475,           0.0050071,            0.003727,            0.003727,            0.003727
                 699,            0.041476,            0.041464,          0.00037581,             0.78697,             0.61632,             0.67339,             0.39837,            0.048284,            0.076473,           0.0050103,            0.003718,            0.003718,            0.003718
                 700,            0.042094,            0.042464,          0.00039342,             0.78723,             0.61603,             0.67307,             0.39813,            0.048289,            0.076506,           0.0050123,            0.003709,            0.003709,            0.003709
                 701,             0.04276,            0.043122,          0.00037133,             0.78677,             0.61608,             0.67283,             0.39834,            0.048295,            0.076528,           0.0050158,              0.0037,              0.0037,              0.0037
                 702,            0.041948,            0.042026,          0.00037296,             0.78765,             0.61544,             0.67285,             0.39829,            0.048302,            0.076541,           0.0050141,            0.003691,            0.003691,            0.003691
