               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 191,            0.055248,            0.055957,          0.00074379,             0.78338,             0.62439,             0.68982,              0.3986,            0.047643,            0.065847,           0.0049543,             0.00829,             0.00829,             0.00829
                 192,            0.055394,            0.056965,          0.00067442,             0.77431,             0.62781,             0.69065,             0.39941,            0.047261,            0.065141,           0.0050381,            0.008281,            0.008281,            0.008281
                 193,            0.054635,            0.056591,           0.0006919,             0.78324,             0.63369,             0.70097,             0.40513,            0.047172,            0.063953,           0.0047341,            0.008272,            0.008272,            0.008272
                 194,            0.054531,            0.057029,          0.00073457,             0.76985,             0.64107,             0.70126,             0.40475,            0.047426,            0.063915,           0.0045438,            0.008263,            0.008263,            0.008263
                 195,            0.053625,            0.056785,          0.00070992,             0.79313,             0.62164,             0.70111,             0.40628,            0.047442,            0.064982,            0.004753,            0.008254,            0.008254,            0.008254
                 196,            0.054628,            0.055313,           0.0006433,             0.78333,             0.63114,             0.69664,             0.40507,            0.047614,            0.065588,           0.0046824,            0.008245,            0.008245,            0.008245
                 197,            0.054058,            0.056803,          0.00067464,             0.78646,             0.63178,             0.70171,             0.40468,            0.047372,            0.065534,            0.004737,            0.008236,            0.008236,            0.008236
                 198,            0.054021,            0.057209,          0.00082164,             0.78548,             0.63537,             0.69862,             0.40518,            0.047364,            0.065882,           0.0051295,            0.008227,            0.008227,            0.008227
                 199,            0.053807,            0.056615,           0.0006552,             0.78215,             0.63402,             0.69416,             0.40372,            0.047308,            0.065392,           0.0050302,            0.008218,            0.008218,            0.008218
                 200,            0.053309,            0.055679,          0.00063697,             0.78344,             0.63714,             0.69707,              0.4026,            0.047484,            0.065468,           0.0050315,            0.008209,            0.008209,            0.008209
                 201,            0.053964,            0.056069,          0.00059455,             0.76861,             0.64103,              0.6893,             0.39936,            0.047674,            0.066336,           0.0051019,              0.0082,              0.0082,              0.0082
                 202,            0.053211,            0.057067,          0.00067332,             0.76521,             0.63269,             0.68951,             0.39993,            0.047496,            0.065552,            0.005014,            0.008191,            0.008191,            0.008191
                 203,            0.054044,            0.056277,           0.0006492,             0.77335,             0.62776,             0.68577,             0.39728,            0.047764,            0.066427,            0.004899,            0.008182,            0.008182,            0.008182
                 204,            0.053941,            0.055754,          0.00062436,              0.7813,             0.62005,             0.68248,             0.39842,            0.047806,            0.066905,           0.0049605,            0.008173,            0.008173,            0.008173
                 205,            0.053801,            0.056396,          0.00066771,             0.78848,             0.61946,             0.68683,             0.39956,            0.047818,            0.066051,           0.0048757,            0.008164,            0.008164,            0.008164
                 206,            0.053302,            0.055372,          0.00061823,             0.79195,              0.6214,             0.69261,             0.40208,             0.04774,            0.065528,           0.0048352,            0.008155,            0.008155,            0.008155
                 207,            0.053239,            0.056099,          0.00064321,             0.78496,             0.62525,             0.69271,             0.40289,            0.047811,             0.06639,           0.0048711,            0.008146,            0.008146,            0.008146
                 208,            0.054004,             0.05514,          0.00073953,             0.77796,             0.62686,              0.6922,             0.40147,            0.047771,            0.066681,           0.0046802,            0.008137,            0.008137,            0.008137
                 209,            0.053161,            0.055709,          0.00068598,             0.77019,             0.63027,             0.69075,             0.40254,            0.047741,             0.06605,           0.0047107,            0.008128,            0.008128,            0.008128
                 210,            0.053262,            0.055935,          0.00069454,             0.75928,             0.64296,             0.69499,             0.40696,            0.047592,            0.066012,           0.0047372,            0.008119,            0.008119,            0.008119
                 211,            0.053903,            0.056252,          0.00068787,              0.7653,              0.6329,             0.69283,             0.40593,             0.04742,            0.066543,           0.0049141,             0.00811,             0.00811,             0.00811
                 212,            0.053674,            0.055064,          0.00071335,             0.75898,             0.64382,             0.69104,             0.40438,            0.047428,            0.066544,           0.0047878,            0.008101,            0.008101,            0.008101
                 213,            0.053802,            0.055708,          0.00079312,             0.74725,             0.64831,             0.69135,             0.40266,            0.047314,            0.066088,           0.0049154,            0.008092,            0.008092,            0.008092
                 214,             0.05293,            0.056411,          0.00063293,             0.77024,             0.63286,             0.68883,             0.39877,            0.047376,            0.066391,            0.004962,            0.008083,            0.008083,            0.008083
                 215,              0.0531,            0.054704,          0.00069168,             0.78201,             0.62859,             0.69051,             0.40089,            0.047402,            0.066339,           0.0048663,            0.008074,            0.008074,            0.008074
                 216,            0.052573,            0.054863,          0.00060056,             0.76594,             0.62895,             0.69024,             0.40108,            0.047404,            0.066889,           0.0047902,            0.008065,            0.008065,            0.008065
                 217,             0.05375,            0.055468,          0.00061478,             0.75034,             0.63308,             0.68353,             0.39735,            0.047525,            0.066903,           0.0047914,            0.008056,            0.008056,            0.008056
                 218,            0.052736,            0.055796,          0.00056776,             0.78484,             0.60947,              0.6797,             0.39437,            0.047707,            0.067893,           0.0047794,            0.008047,            0.008047,            0.008047
                 219,            0.052153,              0.0562,          0.00060535,             0.78442,             0.60758,             0.67747,             0.39156,            0.047854,            0.068328,           0.0048456,            0.008038,            0.008038,            0.008038
                 220,            0.052605,            0.056432,          0.00060981,             0.79495,             0.60889,             0.67959,             0.39192,            0.047755,            0.067826,           0.0047206,            0.008029,            0.008029,            0.008029
                 221,            0.052768,            0.054508,          0.00062123,             0.79191,             0.60805,             0.68249,             0.39418,            0.047703,            0.067684,           0.0046614,             0.00802,             0.00802,             0.00802
                 222,            0.053142,            0.054846,          0.00070375,             0.79119,             0.60802,              0.6814,             0.39417,             0.04783,             0.06772,           0.0046724,            0.008011,            0.008011,            0.008011
                 223,            0.052764,            0.055342,          0.00077315,             0.80132,             0.60736,             0.68651,             0.39644,            0.047759,            0.067979,           0.0048076,            0.008002,            0.008002,            0.008002
                 224,            0.052571,            0.055281,          0.00066077,             0.79692,             0.61448,             0.68513,             0.39635,            0.047808,            0.067914,           0.0047603,            0.007993,            0.007993,            0.007993
                 225,            0.052902,            0.053797,          0.00064685,             0.79305,             0.61668,             0.68885,             0.39891,            0.047945,            0.068261,           0.0048899,            0.007984,            0.007984,            0.007984
                 226,            0.052216,            0.054607,          0.00062187,             0.79425,             0.61562,             0.69319,             0.40176,            0.047946,            0.067959,           0.0048621,            0.007975,            0.007975,            0.007975
                 227,            0.052556,            0.054732,          0.00061572,             0.78032,             0.62476,             0.69104,             0.39938,            0.047966,            0.067727,           0.0049081,            0.007966,            0.007966,            0.007966
                 228,            0.052395,            0.055833,          0.00060401,             0.78735,              0.6232,             0.69412,             0.40282,            0.047713,            0.067205,           0.0048917,            0.007957,            0.007957,            0.007957
                 229,            0.052189,            0.054318,          0.00062762,             0.78138,             0.62784,             0.69393,             0.40234,            0.047675,            0.067048,            0.004861,            0.007948,            0.007948,            0.007948
                 230,            0.052824,            0.054604,          0.00066478,             0.77796,             0.63219,             0.69601,             0.40336,            0.047679,            0.066975,           0.0048906,            0.007939,            0.007939,            0.007939
                 231,            0.052746,            0.054419,          0.00064277,             0.76684,             0.63215,             0.69605,             0.40313,            0.047651,            0.066626,           0.0048212,             0.00793,             0.00793,             0.00793
                 232,            0.052722,            0.053951,          0.00071543,             0.76524,             0.63688,             0.69405,             0.40335,            0.047674,            0.067194,           0.0047634,            0.007921,            0.007921,            0.007921
                 233,            0.052829,              0.0552,          0.00063451,             0.77111,             0.63623,             0.69617,             0.40426,            0.047638,             0.06677,           0.0046461,            0.007912,            0.007912,            0.007912
                 234,             0.05201,            0.053639,          0.00060654,               0.783,             0.63229,             0.69825,             0.40662,            0.047627,            0.066668,           0.0046622,            0.007903,            0.007903,            0.007903
                 235,            0.052608,            0.054943,          0.00067323,              0.7719,              0.6387,             0.69864,             0.40728,            0.047597,            0.066588,           0.0046856,            0.007894,            0.007894,            0.007894
                 236,            0.052057,             0.05446,          0.00068837,             0.78065,             0.62907,             0.69641,              0.4059,            0.047624,            0.066485,           0.0046449,            0.007885,            0.007885,            0.007885
                 237,            0.051542,             0.05358,          0.00070032,             0.76043,             0.64349,             0.69584,             0.40544,            0.047666,            0.066415,           0.0047465,            0.007876,            0.007876,            0.007876
                 238,            0.051941,            0.054399,          0.00064855,             0.77732,             0.62905,             0.69328,             0.40362,            0.047648,              0.0669,           0.0047364,            0.007867,            0.007867,            0.007867
                 239,            0.052346,            0.055868,          0.00066923,             0.77802,             0.63602,             0.69851,             0.40657,            0.047676,            0.066919,           0.0047604,            0.007858,            0.007858,            0.007858
                 240,            0.052768,            0.053854,          0.00060961,             0.78654,             0.63869,             0.70002,             0.40753,            0.047525,            0.066672,           0.0047945,            0.007849,            0.007849,            0.007849
                 241,            0.052645,             0.05481,          0.00057683,             0.78039,             0.64091,             0.69751,             0.40587,            0.047631,            0.066776,           0.0048195,             0.00784,             0.00784,             0.00784
                 242,            0.052092,            0.053859,          0.00066029,             0.78733,             0.63556,             0.69772,               0.407,            0.047515,            0.067021,           0.0048385,            0.007831,            0.007831,            0.007831
                 243,            0.052179,            0.053937,          0.00064434,               0.781,             0.63372,             0.69537,             0.40473,            0.047534,            0.067094,           0.0047989,            0.007822,            0.007822,            0.007822
                 244,            0.052522,            0.055274,          0.00061464,             0.78128,             0.63198,             0.69365,              0.4046,             0.04749,            0.067449,           0.0048805,            0.007813,            0.007813,            0.007813
                 245,            0.051563,            0.054235,          0.00057531,             0.79208,             0.61749,             0.69025,             0.40099,            0.047457,            0.067174,           0.0049424,            0.007804,            0.007804,            0.007804
                 246,            0.051595,            0.054462,          0.00060336,             0.77551,             0.62679,             0.68949,             0.40057,            0.047534,            0.067646,           0.0049663,            0.007795,            0.007795,            0.007795
                 247,            0.052966,            0.053907,          0.00064775,             0.78004,             0.62528,             0.68918,             0.40082,            0.047537,            0.067488,           0.0048885,            0.007786,            0.007786,            0.007786
                 248,            0.052179,            0.054321,          0.00069414,             0.77955,             0.62732,             0.68914,             0.40078,            0.047487,             0.06721,           0.0047639,            0.007777,            0.007777,            0.007777
                 249,            0.052216,            0.053696,          0.00071359,             0.78506,             0.62595,             0.68739,             0.40017,            0.047549,            0.067385,           0.0047404,            0.007768,            0.007768,            0.007768
                 250,            0.052034,            0.054149,          0.00062578,             0.78391,             0.62588,             0.68777,             0.40009,            0.047639,            0.067835,           0.0046934,            0.007759,            0.007759,            0.007759
                 251,             0.05209,            0.053618,          0.00060838,             0.79049,             0.62277,             0.68867,             0.40058,            0.047655,            0.068222,           0.0046953,             0.00775,             0.00775,             0.00775
                 252,            0.051564,            0.052485,          0.00058026,             0.79437,             0.62101,             0.68961,             0.40074,            0.047604,            0.068568,           0.0046422,            0.007741,            0.007741,            0.007741
                 253,            0.051533,            0.053837,          0.00065407,             0.78082,             0.63091,             0.69282,             0.40323,            0.047555,            0.068568,           0.0045998,            0.007732,            0.007732,            0.007732
                 254,            0.050988,            0.053171,          0.00068691,             0.77901,             0.62979,             0.69181,             0.40257,            0.047534,            0.068662,           0.0046839,            0.007723,            0.007723,            0.007723
                 255,             0.05186,            0.053627,          0.00070535,             0.78157,             0.62394,             0.69075,             0.40167,            0.047598,            0.068926,           0.0046589,            0.007714,            0.007714,            0.007714
                 256,            0.051681,            0.053573,          0.00063715,              0.7829,             0.62463,             0.68816,             0.40013,             0.04765,             0.06913,           0.0047106,            0.007705,            0.007705,            0.007705
                 257,            0.051292,            0.054348,          0.00063988,             0.78239,             0.62767,             0.68726,             0.40074,            0.047631,             0.06918,            0.004768,            0.007696,            0.007696,            0.007696
                 258,            0.052161,             0.05377,          0.00061532,             0.78266,             0.62109,             0.68613,              0.4007,            0.047605,            0.069283,           0.0047448,            0.007687,            0.007687,            0.007687
                 259,            0.052147,            0.053441,           0.0006379,             0.76636,             0.63318,             0.68543,             0.40119,            0.047563,            0.069156,           0.0047711,            0.007678,            0.007678,            0.007678
                 260,            0.051678,            0.053116,          0.00070798,             0.76353,             0.62848,             0.68229,             0.39893,            0.047576,            0.069474,           0.0048359,            0.007669,            0.007669,            0.007669
                 261,            0.051597,            0.053004,          0.00069659,             0.77499,             0.62642,             0.68059,             0.39812,            0.047639,            0.069878,           0.0048415,             0.00766,             0.00766,             0.00766
                 262,            0.051334,            0.053657,          0.00061836,             0.76941,             0.62457,             0.68022,             0.39753,             0.04771,            0.070001,           0.0048719,            0.007651,            0.007651,            0.007651
                 263,            0.051379,            0.051938,          0.00065057,             0.77876,             0.61757,             0.68311,                 0.4,            0.047701,            0.069709,             0.00488,            0.007642,            0.007642,            0.007642
                 264,             0.05132,            0.053658,          0.00054649,             0.76712,             0.63015,              0.6845,             0.40068,            0.047719,            0.069419,           0.0047359,            0.007633,            0.007633,            0.007633
                 265,            0.051117,            0.052345,          0.00056457,             0.76571,             0.62687,             0.68387,             0.40009,             0.04779,            0.069448,           0.0047233,            0.007624,            0.007624,            0.007624
                 266,            0.052218,            0.052773,          0.00058694,             0.77577,             0.62164,             0.68536,             0.40085,            0.047718,            0.069016,           0.0047012,            0.007615,            0.007615,            0.007615
                 267,            0.051687,            0.053446,          0.00068076,             0.77069,             0.62522,             0.68797,             0.40224,            0.047632,            0.068797,           0.0047038,            0.007606,            0.007606,            0.007606
                 268,            0.051825,            0.052869,          0.00061652,             0.77028,             0.63196,             0.68983,             0.40314,            0.047617,             0.06865,           0.0046479,            0.007597,            0.007597,            0.007597
                 269,            0.050729,            0.052044,          0.00063366,             0.77699,             0.62935,             0.68971,             0.40232,            0.047611,            0.068785,           0.0046673,            0.007588,            0.007588,            0.007588
                 270,            0.051612,            0.052597,            0.000623,             0.77723,             0.63064,             0.69035,             0.40214,            0.047592,            0.068968,           0.0046961,            0.007579,            0.007579,            0.007579
                 271,            0.051453,            0.052779,          0.00065898,             0.77349,             0.62788,             0.68976,             0.40207,            0.047569,            0.069256,           0.0046876,             0.00757,             0.00757,             0.00757
                 272,            0.051602,            0.053523,          0.00064824,             0.77916,             0.62626,             0.69032,             0.40333,            0.047614,            0.069408,           0.0046408,            0.007561,            0.007561,            0.007561
                 273,            0.051869,            0.052773,          0.00060592,             0.77697,             0.63212,             0.69033,             0.40286,            0.047681,            0.069578,           0.0046482,            0.007552,            0.007552,            0.007552
                 274,             0.05157,            0.052917,          0.00065098,             0.77726,             0.62909,             0.68917,             0.40247,            0.047687,            0.069604,           0.0047006,            0.007543,            0.007543,            0.007543
                 275,            0.050884,            0.053314,           0.0005953,             0.78213,              0.6264,             0.68877,             0.40218,            0.047716,            0.069573,           0.0047136,            0.007534,            0.007534,            0.007534
                 276,            0.050791,            0.052985,          0.00057833,             0.77797,             0.62585,             0.68893,             0.40215,            0.047722,            0.069514,           0.0046973,            0.007525,            0.007525,            0.007525
                 277,            0.051111,            0.053462,          0.00059066,             0.77634,             0.62481,             0.68902,             0.40262,            0.047689,            0.069443,           0.0047092,            0.007516,            0.007516,            0.007516
                 278,            0.050844,             0.05176,          0.00057722,             0.77332,             0.62729,             0.68815,             0.40237,            0.047739,            0.069632,           0.0047185,            0.007507,            0.007507,            0.007507
                 279,            0.050828,             0.05267,          0.00053299,             0.77591,             0.62856,             0.68888,             0.40194,            0.047749,            0.069853,           0.0047308,            0.007498,            0.007498,            0.007498
                 280,            0.051414,            0.052935,          0.00060836,             0.77824,             0.62495,             0.68764,             0.40156,            0.047754,            0.069887,           0.0047363,            0.007489,            0.007489,            0.007489
                 281,            0.051126,            0.052283,          0.00058205,             0.77139,              0.6264,             0.68654,             0.40116,            0.047785,            0.069752,           0.0047298,             0.00748,             0.00748,             0.00748
                 282,            0.050474,            0.051791,           0.0005615,             0.78256,             0.61644,             0.68656,             0.40039,            0.047791,            0.069727,            0.004722,            0.007471,            0.007471,            0.007471
                 283,            0.050249,            0.052425,          0.00058505,             0.77921,              0.6155,             0.68383,             0.40006,             0.04778,            0.069819,           0.0046779,            0.007462,            0.007462,            0.007462
                 284,            0.051222,             0.05241,          0.00062034,             0.76079,             0.62698,             0.68557,             0.40049,            0.047778,            0.069955,           0.0046895,            0.007453,            0.007453,            0.007453
                 285,            0.050979,            0.052275,          0.00061592,             0.75608,             0.63118,             0.68594,             0.40118,            0.047828,            0.069873,           0.0047277,            0.007444,            0.007444,            0.007444
                 286,            0.051788,            0.053241,          0.00070461,             0.77546,             0.62156,             0.68795,             0.40191,            0.047773,            0.069668,           0.0047115,            0.007435,            0.007435,            0.007435
                 287,            0.050473,            0.052611,          0.00065723,             0.75231,             0.63906,              0.6869,             0.40101,            0.047791,            0.069775,           0.0047445,            0.007426,            0.007426,            0.007426
                 288,            0.050895,            0.052696,          0.00064849,             0.76607,              0.6263,             0.68643,             0.40125,             0.04778,            0.069797,            0.004729,            0.007417,            0.007417,            0.007417
                 289,            0.050633,            0.051641,          0.00054833,             0.78697,              0.6142,             0.68612,             0.40195,            0.047774,            0.069847,           0.0047352,            0.007408,            0.007408,            0.007408
                 290,            0.050604,            0.051405,          0.00058452,             0.78971,             0.61443,             0.68538,             0.40251,            0.047813,              0.0701,           0.0047148,            0.007399,            0.007399,            0.007399
                 291,            0.050413,             0.05187,          0.00061557,             0.78824,             0.61327,             0.68493,             0.40249,            0.047854,            0.070052,           0.0046969,             0.00739,             0.00739,             0.00739
                 292,            0.050753,             0.05249,           0.0006189,             0.79688,             0.61126,             0.68657,             0.40191,            0.047892,            0.070424,           0.0046948,            0.007381,            0.007381,            0.007381
                 293,            0.050336,            0.053107,          0.00056637,             0.79331,             0.61081,             0.68699,             0.40242,            0.047896,            0.070707,           0.0047071,            0.007372,            0.007372,            0.007372
                 294,            0.049811,            0.051089,          0.00059796,             0.79241,             0.60903,             0.68558,             0.40279,            0.047911,            0.070763,           0.0047145,            0.007363,            0.007363,            0.007363
                 295,            0.050183,            0.051309,          0.00055788,              0.7911,             0.60964,             0.68408,             0.40154,            0.047947,            0.070913,            0.004733,            0.007354,            0.007354,            0.007354
                 296,            0.050106,            0.051493,           0.0005181,             0.79442,             0.60734,             0.68397,             0.40172,            0.047993,             0.07106,           0.0047747,            0.007345,            0.007345,            0.007345
                 297,            0.050585,            0.051741,          0.00058063,             0.79122,             0.61313,             0.68519,             0.40275,            0.048003,            0.071163,           0.0047905,            0.007336,            0.007336,            0.007336
                 298,            0.050041,            0.051749,          0.00060797,             0.77319,             0.62278,             0.68532,             0.40238,            0.047987,            0.071258,           0.0048163,            0.007327,            0.007327,            0.007327
                 299,            0.049686,            0.051873,          0.00066159,             0.79387,             0.61348,             0.68589,             0.40345,            0.048005,            0.071345,           0.0047906,            0.007318,            0.007318,            0.007318
                 300,            0.049913,            0.050466,          0.00066215,             0.79683,             0.61342,             0.68546,             0.40337,            0.048012,            0.071353,           0.0047822,            0.007309,            0.007309,            0.007309
                 301,            0.050294,            0.050944,          0.00056551,             0.79315,             0.61615,             0.68516,             0.40363,            0.048012,            0.071386,           0.0047833,              0.0073,              0.0073,              0.0073
                 302,            0.049209,            0.050375,          0.00058817,             0.79436,             0.61594,             0.68502,             0.40261,            0.048029,            0.071379,           0.0047865,            0.007291,            0.007291,            0.007291
                 303,             0.04973,            0.051624,          0.00057633,             0.79613,             0.61402,             0.68494,             0.40276,            0.048038,            0.071412,            0.004783,            0.007282,            0.007282,            0.007282
                 304,            0.050623,            0.051205,          0.00061177,             0.79479,             0.61335,             0.68525,             0.40267,             0.04803,            0.071319,           0.0047841,            0.007273,            0.007273,            0.007273
                 305,            0.049406,            0.051182,          0.00050116,             0.79315,             0.61479,             0.68475,             0.40309,             0.04805,            0.071426,           0.0047854,            0.007264,            0.007264,            0.007264
                 306,            0.049666,            0.051624,           0.0005698,             0.79296,             0.61639,              0.6855,             0.40329,             0.04803,             0.07136,           0.0047825,            0.007255,            0.007255,            0.007255
                 307,             0.04987,            0.051715,          0.00054617,             0.79567,             0.61498,             0.68437,             0.40337,            0.048029,            0.071396,           0.0047759,            0.007246,            0.007246,            0.007246
                 308,            0.050302,            0.051414,           0.0006192,             0.79576,             0.61476,             0.68474,             0.40354,            0.048039,            0.071447,           0.0047729,            0.007237,            0.007237,            0.007237
                 309,            0.049114,            0.050358,          0.00054525,              0.7926,             0.61677,             0.68474,             0.40333,             0.04802,             0.07141,           0.0047624,            0.007228,            0.007228,            0.007228
                 310,             0.04943,            0.050434,          0.00057026,             0.79151,             0.61779,             0.68459,             0.40375,            0.048003,            0.071435,           0.0047553,            0.007219,            0.007219,            0.007219
                 311,             0.04978,            0.051747,          0.00060768,             0.78835,             0.61893,             0.68353,             0.40326,            0.047991,            0.071624,           0.0047617,             0.00721,             0.00721,             0.00721
                 312,            0.049938,            0.050228,          0.00058563,             0.78265,             0.61931,              0.6827,             0.40328,            0.048007,            0.071825,           0.0047532,            0.007201,            0.007201,            0.007201
                 313,             0.04902,            0.050941,          0.00057018,             0.78306,             0.61653,             0.68297,             0.40283,            0.047998,            0.071971,           0.0047317,            0.007192,            0.007192,            0.007192
                 314,            0.050067,            0.050878,          0.00061903,              0.7828,             0.61908,             0.68221,             0.40265,            0.047992,            0.072134,           0.0047298,            0.007183,            0.007183,            0.007183
                 315,            0.049614,            0.051682,          0.00055835,             0.78246,             0.61767,             0.68227,             0.40275,            0.047993,            0.072163,           0.0047139,            0.007174,            0.007174,            0.007174
                 316,            0.049304,            0.050715,          0.00058212,             0.77874,              0.6189,              0.6828,             0.40268,            0.048019,            0.072333,           0.0047213,            0.007165,            0.007165,            0.007165
                 317,            0.049245,            0.050346,          0.00056425,             0.77549,             0.61962,             0.68371,             0.40297,            0.048015,            0.072371,           0.0047043,            0.007156,            0.007156,            0.007156
                 318,            0.049511,            0.050612,          0.00058286,              0.7787,             0.61775,             0.68399,             0.40365,            0.047999,            0.072437,           0.0047274,            0.007147,            0.007147,            0.007147
                 319,            0.049318,            0.051913,          0.00059791,             0.78181,             0.61654,             0.68477,             0.40453,            0.047984,            0.072489,           0.0047008,            0.007138,            0.007138,            0.007138
                 320,            0.049678,            0.051458,          0.00060646,             0.77892,             0.61771,             0.68572,             0.40488,            0.047948,            0.072419,           0.0046903,            0.007129,            0.007129,            0.007129
                 321,            0.049583,             0.05119,          0.00064255,             0.77398,             0.62003,             0.68485,             0.40497,            0.047964,            0.072373,           0.0046928,             0.00712,             0.00712,             0.00712
                 322,            0.049793,            0.049975,          0.00059533,             0.77773,              0.6205,             0.68517,             0.40517,            0.047978,            0.072381,           0.0046967,            0.007111,            0.007111,            0.007111
                 323,            0.049467,            0.050286,          0.00055555,             0.78118,             0.62012,             0.68559,             0.40519,            0.047986,             0.07234,           0.0046828,            0.007102,            0.007102,            0.007102
                 324,             0.04938,            0.050787,          0.00058136,             0.77817,             0.61965,             0.68568,             0.40568,            0.047967,             0.07232,           0.0046848,            0.007093,            0.007093,            0.007093
                 325,            0.049448,            0.049413,          0.00048945,             0.78396,             0.61883,             0.68571,             0.40557,            0.047956,            0.072245,           0.0046777,            0.007084,            0.007084,            0.007084
                 326,            0.049381,            0.051475,          0.00053485,             0.77592,             0.62273,             0.68598,             0.40531,            0.047952,            0.072277,           0.0046899,            0.007075,            0.007075,            0.007075
                 327,            0.048332,            0.051324,          0.00053646,             0.77598,             0.62228,             0.68576,             0.40555,            0.047963,            0.072349,           0.0046911,            0.007066,            0.007066,            0.007066
                 328,            0.049209,            0.051232,          0.00053006,             0.78069,             0.61863,             0.68475,             0.40497,             0.04798,            0.072339,           0.0046869,            0.007057,            0.007057,            0.007057
                 329,            0.049942,            0.050605,          0.00056267,             0.77974,             0.61921,              0.6851,             0.40536,            0.047979,            0.072277,           0.0046811,            0.007048,            0.007048,            0.007048
                 330,            0.049417,            0.050413,          0.00054756,             0.78022,             0.61927,             0.68521,             0.40593,            0.047981,            0.072323,           0.0046901,            0.007039,            0.007039,            0.007039
                 331,            0.050077,            0.050273,          0.00055455,             0.77973,              0.6205,             0.68644,             0.40629,            0.047967,            0.072209,           0.0046846,             0.00703,             0.00703,             0.00703
                 332,            0.049821,            0.050712,          0.00055366,             0.78449,              0.6201,             0.68658,             0.40668,            0.047957,            0.072101,           0.0046885,            0.007021,            0.007021,            0.007021
                 333,            0.048886,            0.051056,          0.00054452,             0.78369,             0.62188,             0.68741,               0.407,            0.047953,            0.072096,           0.0046737,            0.007012,            0.007012,            0.007012
                 334,             0.04862,            0.050014,          0.00057426,             0.78519,             0.62106,             0.68718,             0.40705,            0.047963,              0.0721,           0.0046763,            0.007003,            0.007003,            0.007003
                 335,             0.04964,            0.050333,          0.00059082,             0.78074,             0.62153,             0.68646,             0.40701,            0.047963,            0.072087,           0.0046663,            0.006994,            0.006994,            0.006994
                 336,            0.049121,            0.050929,          0.00053691,             0.78241,             0.62119,             0.68608,             0.40728,            0.047971,            0.072097,           0.0046665,            0.006985,            0.006985,            0.006985
                 337,            0.049716,             0.04954,          0.00055518,             0.78352,             0.62098,             0.68547,             0.40732,            0.047976,            0.072114,           0.0046619,            0.006976,            0.006976,            0.006976
                 338,            0.049594,            0.050683,          0.00069944,             0.78073,              0.6194,             0.68544,             0.40727,            0.047958,            0.072072,             0.00467,            0.006967,            0.006967,            0.006967
                 339,            0.048812,            0.049486,          0.00061152,               0.782,              0.6202,             0.68568,             0.40708,             0.04795,            0.072072,           0.0046635,            0.006958,            0.006958,            0.006958
                 340,            0.048244,            0.050401,            0.000592,             0.78138,             0.62023,             0.68627,             0.40737,            0.047954,            0.072098,           0.0046787,            0.006949,            0.006949,            0.006949
                 341,            0.048682,            0.051372,          0.00052717,             0.78686,             0.61708,             0.68581,             0.40714,            0.047949,            0.072107,           0.0046834,             0.00694,             0.00694,             0.00694
                 342,            0.048875,              0.0515,          0.00055461,             0.78849,             0.61857,             0.68661,             0.40622,            0.047957,            0.072083,           0.0046897,            0.006931,            0.006931,            0.006931
                 343,            0.049301,            0.050451,          0.00056113,              0.7898,              0.6193,             0.68676,             0.40616,            0.047959,            0.072086,           0.0047064,            0.006922,            0.006922,            0.006922
