                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    311,                0.59492,                0.29332,                0.80124,                0.74208,                0.64081,                 0.6981,                0.42854,                 1.3508,                  1.174,                 1.1628,               0.003862,               0.003862,               0.003862
                    312,                0.59768,                0.29365,                0.80034,                0.74537,                0.63784,                0.69774,                0.42872,                 1.3508,                 1.1738,                  1.163,              0.0038422,              0.0038422,              0.0038422
                    313,                0.58519,                0.28837,                0.79874,                0.71747,                0.65843,                0.69772,                0.42882,                 1.3508,                 1.1741,                 1.1629,              0.0038224,              0.0038224,              0.0038224
                    314,                0.58001,                0.28634,                0.80077,                0.72386,                0.65332,                0.69826,                0.42909,                 1.3505,                 1.1754,                 1.1631,              0.0038026,              0.0038026,              0.0038026
                    315,                0.58421,                0.28847,                0.79812,                0.71943,                0.65792,                0.69786,                0.42842,                 1.3503,                 1.1752,                 1.1634,              0.0037828,              0.0037828,              0.0037828
                    316,                0.58991,                0.29046,                0.80102,                0.71592,                0.65976,                0.69809,                0.42893,                 1.3501,                 1.1748,                 1.1635,               0.003763,               0.003763,               0.003763
                    317,                0.57475,                0.28369,                0.79863,                0.71388,                 0.6595,                 0.6975,                0.42852,                 1.3509,                 1.1755,                 1.1643,              0.0037432,              0.0037432,              0.0037432
                    318,                0.57483,                0.28445,                0.79773,                0.72072,                0.65339,                0.69712,                0.42843,                 1.3514,                 1.1773,                 1.1648,              0.0037234,              0.0037234,              0.0037234
                    319,                0.58055,                0.28616,                0.80104,                0.71685,                 0.6586,                0.69737,                0.42838,                 1.3516,                 1.1782,                 1.1652,              0.0037036,              0.0037036,              0.0037036
                    320,                0.58112,                0.28685,                0.79823,                0.71904,                0.65564,                  0.697,                0.42869,                 1.3522,                 1.1801,                 1.1658,              0.0036838,              0.0036838,              0.0036838
                    321,                0.57949,                0.28613,                0.79914,                0.71876,                0.65581,                0.69671,                0.42873,                 1.3513,                 1.1803,                 1.1652,               0.003664,               0.003664,               0.003664
                    322,                 0.5812,                0.28613,                0.79957,                0.72648,                0.64993,                0.69745,                0.42952,                 1.3515,                 1.1798,                 1.1656,              0.0036442,              0.0036442,              0.0036442
                    323,                0.57761,                0.28459,                0.79833,                0.72215,                0.65288,                0.69721,                0.42996,                 1.3516,                 1.1811,                 1.1663,              0.0036244,              0.0036244,              0.0036244
                    324,                 0.5805,                0.28584,                0.79698,                0.75635,                0.62708,                0.69617,                0.42973,                 1.3517,                 1.1821,                 1.1663,              0.0036046,              0.0036046,              0.0036046
                    325,                0.56992,                0.28213,                0.79788,                0.75178,                0.62906,                0.69633,                0.42955,                 1.3517,                 1.1837,                 1.1665,              0.0035848,              0.0035848,              0.0035848
                    326,                0.57245,                0.28334,                0.79888,                0.74717,                 0.6341,                0.69639,                0.42964,                 1.3517,                 1.1832,                 1.1668,               0.003565,               0.003565,               0.003565
                    327,                0.57628,                0.28504,                0.79859,                0.74587,                0.63574,                0.69661,                 0.4301,                 1.3521,                 1.1833,                 1.1676,              0.0035452,              0.0035452,              0.0035452
                    328,                0.56993,                0.28134,                0.79867,                0.74155,                0.63968,                0.69786,                0.43033,                 1.3518,                 1.1799,                 1.1677,              0.0035254,              0.0035254,              0.0035254
                    329,                0.57366,                0.28383,                0.79739,                0.74205,                0.63922,                0.69771,                0.43002,                 1.3509,                 1.1768,                 1.1678,              0.0035056,              0.0035056,              0.0035056
                    330,                0.56298,                0.27929,                0.79804,                0.74347,                0.63867,                0.69746,                0.43017,                 1.3507,                 1.1742,                 1.1681,              0.0034858,              0.0034858,              0.0034858
                    331,                0.55747,                0.27742,                0.79849,                0.74305,                0.64065,                0.69811,                0.43056,                 1.3507,                 1.1724,                 1.1682,               0.003466,               0.003466,               0.003466
                    332,                0.56633,                0.28155,                0.79614,                0.74018,                0.64322,                0.69812,                0.43085,                 1.3509,                 1.1724,                 1.1688,              0.0034462,              0.0034462,              0.0034462
                    333,                0.56088,                0.27802,                0.79701,                0.74043,                0.64194,                0.69855,                 0.4305,                 1.3509,                  1.173,                  1.169,              0.0034264,              0.0034264,              0.0034264
                    334,                0.56448,                0.27971,                0.79864,                0.73979,                0.64149,                0.69861,                0.43086,                 1.3504,                 1.1722,                 1.1689,              0.0034066,              0.0034066,              0.0034066
                    335,                0.55885,                0.27665,                0.79625,                0.73594,                0.64642,                 0.6985,                0.43107,                 1.3503,                 1.1725,                  1.169,              0.0033868,              0.0033868,              0.0033868
                    336,                0.55573,                 0.2763,                0.79846,                0.73325,                0.64704,                0.69862,                0.43148,                 1.3505,                 1.1724,                 1.1695,               0.003367,               0.003367,               0.003367
                    337,                0.56287,                0.28001,                0.79714,                 0.7401,                 0.6465,                0.69882,                0.43174,                 1.3504,                 1.1718,                   1.17,              0.0033472,              0.0033472,              0.0033472
                    338,                0.56048,                0.27664,                0.79625,                  0.736,                0.64851,                 0.6986,                0.43185,                 1.3509,                 1.1718,                 1.1708,              0.0033274,              0.0033274,              0.0033274
                    339,                0.55485,                0.27475,                0.79661,                0.73667,                0.64775,                0.69855,                0.43212,                 1.3508,                 1.1719,                 1.1708,              0.0033076,              0.0033076,              0.0033076
                    340,                0.56577,                0.28064,                0.79655,                0.73724,                 0.6477,                0.69833,                0.43162,                 1.3505,                 1.1743,                 1.1707,              0.0032878,              0.0032878,              0.0032878
                    341,                0.55386,                0.27522,                0.79745,                0.73378,                0.64964,                0.69789,                0.43171,                 1.3506,                  1.176,                 1.1709,               0.003268,               0.003268,               0.003268
                    342,                0.55733,                0.27693,                0.79561,                0.73705,                0.64861,                0.69759,                0.43168,                 1.3507,                 1.1754,                 1.1709,              0.0032482,              0.0032482,              0.0032482
                    343,                0.55303,                0.27474,                0.79682,                 0.7389,                0.64669,                0.69713,                0.43162,                 1.3501,                 1.1749,                 1.1711,              0.0032284,              0.0032284,              0.0032284
                    344,                 0.5542,                0.27556,                0.79749,                0.73813,                0.64685,                0.69725,                  0.432,                   1.35,                 1.1754,                 1.1712,              0.0032086,              0.0032086,              0.0032086
                    345,                0.54813,                0.27299,                0.79488,                 0.7377,                0.64687,                0.69714,                0.43212,                 1.3497,                 1.1753,                  1.171,              0.0031888,              0.0031888,              0.0031888
                    346,                0.55328,                0.27393,                0.79737,                0.73786,                0.64607,                 0.6972,                 0.4321,                 1.3494,                 1.1756,                 1.1711,               0.003169,               0.003169,               0.003169
                    347,                0.54634,                0.27151,                0.79541,                0.74001,                0.64433,                0.69709,                0.43229,                 1.3499,                  1.177,                 1.1717,              0.0031492,              0.0031492,              0.0031492
                    348,                0.54239,                0.27102,                0.79452,                0.74359,                0.64349,                0.69706,                0.43213,                 1.3497,                 1.1778,                 1.1716,              0.0031294,              0.0031294,              0.0031294
                    349,                0.54982,                0.27338,                0.79722,                0.74356,                0.64207,                 0.6977,                0.43191,                 1.3495,                 1.1771,                 1.1715,              0.0031096,              0.0031096,              0.0031096
                    350,                0.54099,                0.27039,                0.79537,                0.74581,                0.64173,                0.69788,                0.43207,                 1.3493,                 1.1772,                 1.1717,              0.0030898,              0.0030898,              0.0030898
                    351,                0.54119,                0.27085,                0.79647,                0.74387,                0.64084,                0.69764,                 0.4317,                 1.3491,                 1.1752,                 1.1719,                0.00307,                0.00307,                0.00307
                    352,                0.54434,                0.27069,                0.79605,                0.74546,                0.64021,                0.69777,                0.43232,                 1.3488,                 1.1755,                 1.1716,              0.0030502,              0.0030502,              0.0030502
                    353,                0.54962,                0.27339,                0.79631,                0.74852,                0.63989,                0.69811,                0.43251,                 1.3488,                 1.1752,                 1.1719,              0.0030304,              0.0030304,              0.0030304
                    354,                0.54032,                0.26896,                0.79576,                0.74714,                0.63968,                0.69825,                0.43309,                 1.3488,                 1.1758,                 1.1722,              0.0030106,              0.0030106,              0.0030106
                    355,                0.54014,                0.27075,                0.79499,                0.74719,                0.63996,                0.69844,                0.43287,                  1.349,                 1.1752,                 1.1725,              0.0029908,              0.0029908,              0.0029908
                    356,                0.54665,                0.27087,                0.79692,                0.74659,                0.64034,                0.69855,                0.43279,                 1.3489,                 1.1746,                  1.173,               0.002971,               0.002971,               0.002971
                    357,                0.53604,                0.26746,                0.79415,                0.74698,                0.64114,                0.69825,                0.43316,                  1.349,                 1.1743,                 1.1733,              0.0029512,              0.0029512,              0.0029512
                    358,                0.53612,                 0.2679,                 0.7949,                0.74687,                0.64149,                0.69853,                0.43308,                 1.3489,                 1.1756,                 1.1734,              0.0029314,              0.0029314,              0.0029314
                    359,                0.53521,                0.26695,                0.79526,                 0.7457,                0.64189,                0.69843,                0.43272,                 1.3491,                 1.1759,                 1.1736,              0.0029116,              0.0029116,              0.0029116
                    360,                0.53252,                0.26609,                0.79451,                0.74566,                0.64207,                0.69778,                0.43251,                 1.3491,                  1.177,                 1.1737,              0.0028918,              0.0028918,              0.0028918
                    361,                0.53002,                0.26517,                0.79366,                0.74502,                0.64321,                0.69792,                0.43242,                 1.3492,                 1.1755,                 1.1743,               0.002872,               0.002872,               0.002872
                    362,                0.52621,                0.26319,                0.79327,                0.74575,                0.64359,                0.69782,                0.43255,                  1.349,                 1.1761,                 1.1746,              0.0028522,              0.0028522,              0.0028522
                    363,                0.53673,                0.26651,                0.79396,                0.74558,                 0.6441,                0.69772,                 0.4329,                 1.3492,                 1.1759,                 1.1749,              0.0028324,              0.0028324,              0.0028324
                    364,                0.52987,                0.26532,                 0.7947,                0.74614,                0.64384,                0.69785,                0.43287,                 1.3496,                 1.1753,                 1.1753,              0.0028126,              0.0028126,              0.0028126
                    365,                0.52953,                0.26507,                0.79494,                 0.7455,                0.64447,                0.69775,                0.43237,                 1.3492,                 1.1751,                 1.1752,              0.0027928,              0.0027928,              0.0027928
                    366,                0.52887,                0.26419,                0.79516,                0.74446,                0.64418,                0.69723,                0.43258,                 1.3489,                 1.1759,                 1.1756,               0.002773,               0.002773,               0.002773
                    367,                0.52712,                0.26367,                0.79565,                0.74425,                0.64495,                0.69717,                0.43278,                 1.3493,                 1.1767,                  1.176,              0.0027532,              0.0027532,              0.0027532
                    368,                0.52979,                0.26469,                0.79409,                0.74519,                0.64541,                0.69719,                0.43286,                 1.3488,                 1.1766,                  1.176,              0.0027334,              0.0027334,              0.0027334
                    369,                0.52396,                0.26136,                0.79337,                0.74397,                0.64317,                0.69687,                0.43276,                 1.3488,                  1.176,                  1.176,              0.0027136,              0.0027136,              0.0027136
                    370,                0.52005,                0.26046,                0.79259,                0.74373,                0.64178,                0.69651,                0.43274,                 1.3489,                 1.1771,                 1.1766,              0.0026938,              0.0026938,              0.0026938
                    371,                0.52516,                0.26249,                0.79248,                0.74312,                0.64113,                0.69691,                0.43287,                 1.3493,                 1.1787,                 1.1771,               0.002674,               0.002674,               0.002674
                    372,                 0.5245,                0.26187,                0.79339,                0.74378,                0.63959,                0.69659,                0.43267,                 1.3496,                  1.178,                 1.1774,              0.0026542,              0.0026542,              0.0026542
                    373,                0.51338,                0.25742,                 0.7932,                0.74456,                0.63943,                0.69636,                0.43245,                 1.3494,                 1.1797,                 1.1773,              0.0026344,              0.0026344,              0.0026344
                    374,                0.52313,                0.26194,                0.79249,                0.74299,                0.63865,                0.69607,                0.43237,                 1.3495,                 1.1803,                 1.1775,              0.0026146,              0.0026146,              0.0026146
                    375,                0.51533,                0.25917,                0.79358,                0.74526,                0.63719,                0.69649,                0.43251,                 1.3493,                 1.1806,                  1.178,              0.0025948,              0.0025948,              0.0025948
                    376,                0.51377,                 0.2575,                0.79379,                0.74699,                0.63553,                0.69645,                0.43251,                 1.3495,                 1.1802,                 1.1785,               0.002575,               0.002575,               0.002575
                    377,                0.51271,                0.25713,                0.79152,                0.74872,                0.63392,                 0.6967,                0.43262,                 1.3494,                 1.1805,                 1.1788,              0.0025552,              0.0025552,              0.0025552
                    378,                0.51632,                0.25929,                0.79347,                0.74906,                0.63376,                0.69652,                0.43247,                 1.3492,                 1.1797,                  1.179,              0.0025354,              0.0025354,              0.0025354
                    379,                0.51343,                0.25799,                0.79253,                 0.7525,                0.63148,                0.69634,                0.43236,                 1.3489,                 1.1815,                 1.1791,              0.0025156,              0.0025156,              0.0025156
                    380,                0.52091,                 0.2601,                0.79317,                0.75213,                0.63234,                0.69674,                0.43251,                  1.349,                 1.1813,                 1.1794,              0.0024958,              0.0024958,              0.0024958
                    381,                0.50424,                0.25395,                0.79126,                0.75665,                0.63049,                0.69634,                0.43258,                 1.3489,                 1.1819,                 1.1794,               0.002476,               0.002476,               0.002476
                    382,                0.51676,                0.25948,                0.79218,                0.75612,                0.63132,                 0.6961,                0.43241,                 1.3493,                 1.1822,                 1.1797,              0.0024562,              0.0024562,              0.0024562
                    383,                0.51011,                0.25608,                0.79196,                0.75813,                0.63085,                0.69616,                0.43229,                  1.349,                 1.1823,                 1.1799,              0.0024364,              0.0024364,              0.0024364
                    384,                0.50966,                0.25581,                0.79152,                0.75982,                0.62591,                0.69637,                0.43212,                 1.3492,                 1.1828,                 1.1802,              0.0024166,              0.0024166,              0.0024166
                    385,                0.51114,                0.25736,                0.79293,                0.75972,                0.62595,                 0.6964,                 0.4324,                 1.3488,                 1.1829,                 1.1803,              0.0023968,              0.0023968,              0.0023968
                    386,                0.51146,                0.25607,                0.79275,                 0.7603,                0.62742,                0.69692,                0.43229,                 1.3494,                 1.1836,                 1.1806,               0.002377,               0.002377,               0.002377
                    387,                0.50305,                 0.2534,                0.79114,                0.76037,                0.62689,                0.69627,                0.43194,                 1.3493,                 1.1844,                 1.1809,              0.0023572,              0.0023572,              0.0023572
                    388,                0.49198,                 0.2492,                0.79245,                0.76165,                0.62687,                0.69678,                0.43234,                 1.3495,                 1.1856,                  1.181,              0.0023374,              0.0023374,              0.0023374
                    389,                0.50378,                0.25319,                0.79082,                0.76122,                0.62832,                0.69684,                0.43215,                 1.3495,                 1.1863,                 1.1811,              0.0023176,              0.0023176,              0.0023176
                    390,                0.50972,                0.25526,                0.79155,                0.76165,                0.62696,                0.69685,                0.43211,                 1.3498,                 1.1854,                 1.1815,              0.0022978,              0.0022978,              0.0022978
                    391,                0.50082,                0.25192,                0.79243,                0.75775,                0.62897,                0.69673,                0.43224,                 1.3498,                 1.1871,                 1.1819,               0.002278,               0.002278,               0.002278
                    392,                0.49674,                0.25071,                0.79215,                0.75675,                0.62895,                0.69666,                0.43239,                 1.3497,                 1.1867,                 1.1819,              0.0022582,              0.0022582,              0.0022582
                    393,                0.50307,                0.25275,                 0.7922,                0.75722,                0.62894,                0.69707,                0.43258,                 1.3493,                 1.1865,                  1.182,              0.0022384,              0.0022384,              0.0022384
                    394,                0.49217,                0.24857,                0.79055,                0.76026,                0.62913,                0.69748,                0.43256,                 1.3494,                 1.1865,                 1.1821,              0.0022186,              0.0022186,              0.0022186
                    395,                0.50336,                0.25221,                0.79082,                0.75938,                0.63018,                0.69762,                0.43265,                 1.3492,                 1.1871,                  1.182,              0.0021988,              0.0021988,              0.0021988
                    396,                0.49381,                0.24882,                0.79145,                0.76065,                0.63033,                 0.6974,                0.43265,                 1.3488,                 1.1881,                 1.1819,               0.002179,               0.002179,               0.002179
                    397,                0.49365,                 0.2487,                0.79013,                0.76032,                0.62957,                0.69732,                0.43284,                 1.3487,                 1.1884,                 1.1821,              0.0021592,              0.0021592,              0.0021592
                    398,                 0.4977,                0.25043,                0.78956,                0.76407,                0.62592,                0.69734,                0.43268,                 1.3486,                 1.1892,                 1.1823,              0.0021394,              0.0021394,              0.0021394
                    399,                0.49852,                0.25002,                0.79019,                0.76615,                 0.6249,                 0.6979,                0.43312,                 1.3484,                 1.1892,                 1.1826,              0.0021196,              0.0021196,              0.0021196
                    400,                0.49352,                0.24913,                0.79032,                0.76706,                0.62475,                0.69776,                0.43289,                 1.3482,                 1.1893,                 1.1829,              0.0020998,              0.0020998,              0.0020998
                    401,                0.49494,                0.24889,                0.78947,                0.76861,                0.62434,                0.69778,                0.43299,                 1.3484,                 1.1895,                  1.183,                0.00208,                0.00208,                0.00208
                    402,                0.49535,                 0.2504,                0.79208,                0.76823,                0.62445,                0.69807,                0.43269,                 1.3484,                 1.1895,                 1.1834,              0.0020602,              0.0020602,              0.0020602
                    403,                0.49842,                 0.2511,                0.79133,                0.76773,                 0.6236,                0.69788,                0.43291,                 1.3487,                 1.1907,                 1.1837,              0.0020404,              0.0020404,              0.0020404
                    404,                0.48324,                0.24511,                0.78906,                0.74189,                0.64175,                0.69811,                 0.4329,                 1.3492,                 1.1916,                 1.1843,              0.0020206,              0.0020206,              0.0020206
                    405,                0.49231,                0.24742,                0.78939,                0.74296,                0.64231,                0.69891,                  0.433,                  1.349,                 1.1914,                 1.1843,              0.0020008,              0.0020008,              0.0020008
                    406,                0.48518,                0.24535,                  0.789,                0.73999,                0.64387,                0.69901,                0.43303,                  1.349,                 1.1918,                 1.1845,               0.001981,               0.001981,               0.001981
                    407,                 0.4844,                0.24434,                0.78873,                 0.7391,                0.64508,                0.69913,                0.43327,                 1.3489,                 1.1923,                 1.1849,              0.0019612,              0.0019612,              0.0019612
                    408,                0.48189,                0.24359,                0.78939,                0.74054,                  0.644,                0.69868,                0.43303,                 1.3489,                 1.1927,                 1.1851,              0.0019414,              0.0019414,              0.0019414
                    409,                0.49348,                  0.248,                0.78988,                0.74092,                0.64436,                0.69906,                0.43325,                 1.3487,                 1.1933,                 1.1855,              0.0019216,              0.0019216,              0.0019216
                    410,                0.48587,                0.24531,                0.78934,                 0.7393,                 0.6446,                0.69855,                0.43308,                 1.3487,                 1.1942,                 1.1857,              0.0019018,              0.0019018,              0.0019018
                    411,                0.48567,                0.24518,                0.78874,                0.74089,                0.64399,                0.69863,                0.43279,                 1.3488,                 1.1944,                 1.1859,               0.001882,               0.001882,               0.001882
                    412,                0.48387,                0.24446,                0.78831,                0.74091,                0.64449,                0.69905,                0.43285,                 1.3491,                 1.1947,                 1.1862,              0.0018622,              0.0018622,              0.0018622
                    413,                0.48078,                0.24258,                0.79121,                0.74199,                0.64365,                0.69839,                0.43317,                  1.349,                 1.1951,                 1.1866,              0.0018424,              0.0018424,              0.0018424
                    414,                0.47068,                0.23958,                 0.7885,                0.74111,                0.64393,                0.69899,                0.43314,                 1.3491,                 1.1951,                 1.1869,              0.0018226,              0.0018226,              0.0018226
                    415,                  0.487,                0.24555,                0.78789,                 0.7429,                0.64482,                0.69927,                0.43304,                  1.349,                 1.1952,                 1.1871,              0.0018028,              0.0018028,              0.0018028
                    416,                0.48303,                0.24385,                0.78984,                0.74233,                0.64504,                0.69918,                0.43351,                 1.3487,                 1.1957,                 1.1874,               0.001783,               0.001783,               0.001783
                    417,                0.47757,                0.24212,                0.78826,                0.74237,                0.64457,                0.69904,                0.43288,                 1.3485,                 1.1963,                 1.1874,              0.0017632,              0.0017632,              0.0017632
                    418,                0.47827,                0.24123,                0.78824,                 0.7499,                0.64266,                 0.6987,                0.43283,                 1.3487,                 1.1967,                 1.1878,              0.0017434,              0.0017434,              0.0017434
                    419,                0.47308,                0.24029,                0.78868,                0.75007,                0.64276,                0.69887,                0.43312,                 1.3484,                 1.1974,                  1.188,              0.0017236,              0.0017236,              0.0017236
                    420,                0.47824,                0.24223,                0.78761,                0.74968,                0.64248,                0.69904,                0.43328,                 1.3485,                 1.1975,                 1.1883,              0.0017038,              0.0017038,              0.0017038
                    421,                0.46743,                0.23786,                 0.7876,                0.74987,                0.63914,                0.69886,                0.43339,                 1.3487,                 1.1982,                 1.1886,               0.001684,               0.001684,               0.001684
                    422,                0.46948,                0.23873,                0.78807,                0.74709,                0.64296,                0.69919,                0.43326,                 1.3484,                 1.1991,                 1.1888,              0.0016642,              0.0016642,              0.0016642
                    423,                 0.4739,                0.23997,                0.78746,                0.74743,                0.64234,                0.69933,                0.43343,                 1.3486,                 1.1991,                  1.189,              0.0016444,              0.0016444,              0.0016444
                    424,                0.46982,                0.23843,                0.78858,                0.74969,                0.63957,                0.69917,                0.43319,                 1.3486,                 1.1997,                 1.1893,              0.0016246,              0.0016246,              0.0016246
                    425,                0.47307,                0.23971,                0.78735,                0.74943,                0.63935,                0.69915,                0.43346,                 1.3488,                 1.2001,                 1.1896,              0.0016048,              0.0016048,              0.0016048
                    426,                0.46553,                0.23775,                0.78911,                0.75002,                0.63858,                0.69924,                0.43334,                 1.3486,                 1.2014,                   1.19,               0.001585,               0.001585,               0.001585
                    427,                0.47035,                0.23767,                0.78808,                0.74995,                0.63845,                 0.6989,                0.43341,                 1.3488,                 1.2012,                 1.1905,              0.0015652,              0.0015652,              0.0015652
                    428,                0.46213,                0.23602,                0.78836,                0.74919,                0.63854,                0.69901,                0.43333,                 1.3486,                 1.2021,                 1.1904,              0.0015454,              0.0015454,              0.0015454
                    429,                0.46726,                0.23727,                0.78663,                0.74905,                0.63865,                0.69884,                0.43354,                 1.3485,                 1.2022,                 1.1908,              0.0015256,              0.0015256,              0.0015256
                    430,                0.46527,                0.23624,                0.78808,                0.75962,                0.63063,                0.69913,                0.43349,                 1.3486,                 1.2029,                  1.191,              0.0015058,              0.0015058,              0.0015058
                    431,                0.46438,                 0.2351,                0.78734,                0.75997,                 0.6305,                0.69921,                0.43347,                 1.3486,                 1.2034,                 1.1913,               0.001486,               0.001486,               0.001486
                    432,                0.46559,                0.23626,                0.78729,                 0.7616,                0.62947,                0.69902,                0.43356,                 1.3484,                 1.2039,                 1.1914,              0.0014662,              0.0014662,              0.0014662
                    433,                0.45955,                0.23383,                0.78797,                0.76184,                0.62854,                0.69912,                0.43391,                 1.3482,                 1.2046,                 1.1918,              0.0014464,              0.0014464,              0.0014464
                    434,                0.45467,                0.23173,                 0.7867,                0.76071,                0.63024,                0.69903,                 0.4336,                 1.3483,                 1.2051,                 1.1918,              0.0014266,              0.0014266,              0.0014266
                    435,                 0.4651,                 0.2357,                0.78686,                0.76632,                0.62799,                0.69921,                0.43363,                  1.348,                 1.2047,                 1.1921,              0.0014068,              0.0014068,              0.0014068
                    436,                0.45379,                0.23117,                0.78742,                0.76528,                0.62776,                0.69898,                0.43339,                 1.3481,                 1.2043,                 1.1923,               0.001387,               0.001387,               0.001387
                    437,                0.46277,                0.23454,                0.78624,                0.76401,                0.62826,                0.69919,                0.43352,                 1.3479,                 1.2047,                 1.1926,              0.0013672,              0.0013672,              0.0013672
                    438,                0.45585,                0.23182,                0.78829,                0.76371,                0.62783,                0.69931,                0.43365,                 1.3479,                 1.2049,                 1.1928,              0.0013474,              0.0013474,              0.0013474
                    439,                0.46164,                 0.2337,                0.78574,                0.76424,                0.62792,                0.69905,                0.43313,                 1.3474,                 1.2053,                 1.1918,              0.0013276,              0.0013276,              0.0013276
                    440,                0.45087,                0.23021,                0.78542,                0.76354,                0.62825,                0.69907,                0.43345,                 1.3474,                  1.206,                 1.1922,              0.0013078,              0.0013078,              0.0013078
                    441,                0.45883,                0.23341,                0.78636,                0.76232,                 0.6288,                0.69925,                0.43343,                 1.3471,                 1.2055,                  1.192,               0.001288,               0.001288,               0.001288
                    442,                0.45572,                0.23133,                0.78633,                0.76259,                0.62871,                0.69934,                0.43361,                 1.3469,                 1.2064,                 1.1921,              0.0012682,              0.0012682,              0.0012682
                    443,                 0.4523,                0.23033,                0.78708,                0.74825,                0.63976,                0.69931,                0.43376,                  1.347,                 1.2066,                 1.1923,              0.0012484,              0.0012484,              0.0012484
                    444,                0.44663,                0.22861,                0.78455,                0.74836,                0.63949,                0.69924,                 0.4334,                 1.3469,                  1.208,                 1.1926,              0.0012286,              0.0012286,              0.0012286
                    445,                 0.4496,                0.22911,                0.78662,                 0.7488,                0.64053,                0.69949,                0.43333,                 1.3468,                 1.2077,                 1.1928,              0.0012088,              0.0012088,              0.0012088
                    446,                0.44925,                0.22855,                0.78673,                0.74939,                0.63975,                0.69938,                0.43358,                 1.3468,                 1.2079,                 1.1931,               0.001189,               0.001189,               0.001189
                    447,                0.45038,                0.22933,                0.78532,                0.75138,                0.63782,                0.69955,                0.43347,                 1.3467,                 1.2082,                 1.1932,              0.0011692,              0.0011692,              0.0011692
                    448,                0.44105,                0.22591,                0.78608,                0.75131,                0.63782,                0.69952,                0.43329,                 1.3466,                 1.2083,                 1.1934,              0.0011494,              0.0011494,              0.0011494
                    449,                0.44095,                0.22533,                0.78506,                0.75131,                0.63794,                 0.6997,                 0.4337,                 1.3465,                 1.2089,                 1.1935,              0.0011296,              0.0011296,              0.0011296
                    450,                0.45363,                0.23095,                0.78667,                0.75909,                0.63083,                0.69965,                0.43364,                 1.3467,                 1.2097,                 1.1939,              0.0011098,              0.0011098,              0.0011098
                    451,                0.45088,                0.23021,                0.78476,                0.75857,                0.62988,                0.69948,                0.43339,                 1.3465,                 1.2089,                  1.194,                0.00109,                0.00109,                0.00109
                    452,                0.44615,                0.22774,                0.78537,                0.75202,                0.63696,                0.69958,                0.43356,                 1.3461,                 1.2094,                 1.1941,              0.0010702,              0.0010702,              0.0010702
                    453,                0.44065,                0.22723,                0.78561,                 0.7523,                0.63674,                0.69968,                 0.4336,                 1.3461,                 1.2098,                 1.1943,              0.0010504,              0.0010504,              0.0010504
                    454,                0.44896,                0.22906,                0.78701,                 0.7521,                0.63705,                0.69941,                0.43359,                 1.3461,                 1.2102,                 1.1946,              0.0010306,              0.0010306,              0.0010306
                    455,                 0.4375,                0.22353,                0.78491,                0.75335,                0.63705,                0.69981,                0.43378,                 1.3462,                 1.2108,                 1.1948,              0.0010108,              0.0010108,              0.0010108
                    456,                0.43986,                0.22574,                0.78574,                0.75445,                0.63519,                0.69996,                0.43385,                 1.3459,                 1.2108,                  1.195,               0.000991,               0.000991,               0.000991
                    457,                0.43874,                0.22426,                0.78501,                0.75415,                0.63478,                0.69985,                0.43396,                 1.3455,                 1.2113,                 1.1952,              0.0009712,              0.0009712,              0.0009712
                    458,                0.44004,                0.22499,                0.78545,                0.75436,                 0.6361,                0.69965,                0.43407,                 1.3456,                 1.2108,                 1.1953,              0.0009514,              0.0009514,              0.0009514
                    459,                0.44317,                 0.2258,                0.78446,                0.75282,                0.63596,                0.69941,                0.43381,                 1.3455,                  1.211,                 1.1956,              0.0009316,              0.0009316,              0.0009316
                    460,                0.43722,                0.22403,                0.78418,                0.75213,                 0.6362,                0.69927,                0.43377,                 1.3454,                 1.2111,                 1.1958,              0.0009118,              0.0009118,              0.0009118
                    461,                0.43338,                  0.222,                0.78448,                0.75254,                0.63625,                0.69922,                0.43371,                 1.3455,                 1.2118,                 1.1961,               0.000892,               0.000892,               0.000892
                    462,                 0.4363,                0.22368,                0.78443,                0.75303,                0.63618,                 0.6992,                0.43392,                 1.3454,                 1.2125,                 1.1965,              0.0008722,              0.0008722,              0.0008722
                    463,                0.43336,                0.22261,                0.78494,                0.75073,                0.63732,                0.69944,                0.43383,                 1.3451,                 1.2133,                 1.1968,              0.0008524,              0.0008524,              0.0008524
                    464,                0.43393,                0.22267,                0.78362,                0.75104,                0.63651,                0.69922,                 0.4336,                 1.3452,                 1.2136,                  1.197,              0.0008326,              0.0008326,              0.0008326
                    465,                0.43266,                0.22165,                0.78384,                0.75029,                0.63671,                0.69939,                0.43386,                 1.3453,                 1.2138,                 1.1976,              0.0008128,              0.0008128,              0.0008128
                    466,                0.43015,                0.22116,                0.78488,                0.75064,                0.63751,                0.69932,                0.43366,                 1.3452,                 1.2149,                 1.1976,               0.000793,               0.000793,               0.000793
                    467,                0.43135,                0.22186,                0.78398,                0.75048,                0.63725,                0.69933,                0.43392,                 1.3451,                  1.215,                 1.1977,              0.0007732,              0.0007732,              0.0007732
                    468,                0.42831,                0.22109,                0.78412,                 0.7507,                0.63725,                0.69949,                0.43392,                 1.3451,                 1.2156,                 1.1979,              0.0007534,              0.0007534,              0.0007534
