                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    153,                0.84186,                0.40142,                0.83192,                0.72827,                0.67208,                0.70352,                0.42272,                  1.379,                 1.0742,                 1.1495,              0.0069904,              0.0069904,              0.0069904
                    154,                0.83744,                0.39806,                0.83198,                0.71937,                0.67795,                  0.694,                0.41665,                 1.3743,                  1.086,                 1.1444,              0.0069706,              0.0069706,              0.0069706
                    155,                0.83589,                0.39851,                0.83346,                0.75623,                0.65281,                0.70135,                0.42296,                 1.3702,                 1.0393,                 1.1524,              0.0069508,              0.0069508,              0.0069508
                    156,                0.84383,                  0.401,                0.83279,                0.71597,                  0.668,                0.68992,                0.41241,                 1.3759,                  1.077,                 1.1567,               0.006931,               0.006931,               0.006931
                    157,                0.83087,                0.39435,                0.83142,                0.72235,                0.65731,                0.68959,                0.41346,                 1.3773,                 1.1047,                 1.1568,              0.0069112,              0.0069112,              0.0069112
                    158,                0.81935,                 0.3907,                 0.8293,                0.72577,                0.66058,                0.69601,                0.41554,                 1.3793,                 1.1088,                 1.1552,              0.0068914,              0.0068914,              0.0068914
                    159,                0.82484,                0.39332,                0.83089,                0.74918,                0.65109,                 0.6965,                0.41644,                 1.3778,                 1.0884,                 1.1576,              0.0068716,              0.0068716,              0.0068716
                    160,                0.81321,                0.38753,                0.82994,                0.74055,                 0.6586,                0.69699,                0.41645,                 1.3858,                  1.104,                 1.1572,              0.0068518,              0.0068518,              0.0068518
                    161,                0.82079,                0.39285,                0.83136,                0.73679,                0.65658,                0.68874,                0.41178,                   1.38,                 1.0989,                 1.1585,               0.006832,               0.006832,               0.006832
                    162,                0.81927,                0.39261,                0.82953,                0.72513,                0.66628,                0.69458,                0.41493,                 1.3826,                 1.0821,                 1.1657,              0.0068122,              0.0068122,              0.0068122
                    163,                0.82076,                0.39154,                0.83123,                0.75384,                0.65092,                0.69957,                0.41719,                 1.3835,                 1.1033,                 1.1648,              0.0067924,              0.0067924,              0.0067924
                    164,                 0.7949,                0.37811,                0.82983,                 0.7593,                0.65018,                0.70379,                0.41968,                 1.3807,                 1.0866,                 1.1587,              0.0067726,              0.0067726,              0.0067726
                    165,                0.80868,                0.38472,                 0.8302,                0.75086,                0.64529,                0.69818,                0.41674,                  1.378,                 1.0879,                 1.1604,              0.0067528,              0.0067528,              0.0067528
                    166,                0.80753,                0.38533,                0.82827,                 0.7389,                0.65271,                0.69504,                0.41513,                  1.387,                 1.1341,                 1.1677,               0.006733,               0.006733,               0.006733
                    167,                0.80317,                0.38336,                0.82929,                0.72257,                0.66339,                0.69698,                0.41661,                  1.381,                 1.0916,                 1.1573,              0.0067132,              0.0067132,              0.0067132
                    168,                0.79702,                0.38135,                0.82689,                0.71956,                0.66642,                0.70283,                0.42028,                 1.3788,                 1.0847,                 1.1528,              0.0066934,              0.0066934,              0.0066934
                    169,                    0.8,                0.38211,                0.82861,                0.71875,                0.66039,                0.69796,                0.41896,                 1.3779,                 1.1003,                  1.153,              0.0066736,              0.0066736,              0.0066736
                    170,                0.78918,                0.37897,                0.82709,                0.74687,                0.64056,                0.69916,                0.41836,                  1.378,                 1.0903,                 1.1576,              0.0066538,              0.0066538,              0.0066538
                    171,                0.79893,                 0.3811,                0.82559,                 0.7391,                0.65077,                0.69687,                0.41714,                 1.3753,                 1.0898,                  1.154,               0.006634,               0.006634,               0.006634
                    172,                0.78874,                0.37592,                0.82726,                 0.7734,                0.62444,                0.69804,                0.42013,                 1.3709,                 1.0716,                 1.1548,              0.0066142,              0.0066142,              0.0066142
                    173,                0.78485,                0.37621,                0.82564,                0.71755,                0.66064,                0.69502,                0.41982,                 1.3673,                 1.0515,                 1.1519,              0.0065944,              0.0065944,              0.0065944
                    174,                0.79495,                0.37813,                0.82559,                 0.7302,                 0.6676,                0.70458,                0.42634,                 1.3688,                 1.0472,                   1.15,              0.0065746,              0.0065746,              0.0065746
                    175,                0.79179,                0.37731,                0.82504,                0.72568,                0.67254,                0.70312,                 0.4243,                 1.3711,                 1.0758,                 1.1512,              0.0065548,              0.0065548,              0.0065548
                    176,                0.78896,                0.37841,                0.82584,                0.74111,                0.64539,                0.69536,                0.41978,                 1.3738,                 1.0825,                 1.1536,               0.006535,               0.006535,               0.006535
                    177,                0.77307,                0.37192,                 0.8245,                0.73656,                0.63741,                0.68527,                0.41301,                 1.3832,                  1.143,                 1.1518,              0.0065152,              0.0065152,              0.0065152
                    178,                0.78043,                0.37448,                0.82631,                0.73722,                0.64243,                 0.6942,                0.41915,                 1.3785,                 1.1096,                 1.1531,              0.0064954,              0.0064954,              0.0064954
                    179,                0.77611,                0.36983,                0.82528,                0.75091,                0.64065,                0.69929,                0.42332,                 1.3725,                 1.0927,                 1.1535,              0.0064756,              0.0064756,              0.0064756
                    180,                0.77519,                0.37111,                0.82525,                0.75502,                  0.643,                0.70049,                0.42207,                 1.3795,                 1.1082,                 1.1584,              0.0064558,              0.0064558,              0.0064558
                    181,                0.77264,                0.36864,                0.82439,                0.74074,                0.64868,                0.69759,                0.41999,                 1.3786,                 1.1017,                  1.161,               0.006436,               0.006436,               0.006436
                    182,                0.77481,                 0.3716,                0.82399,                0.74033,                0.64349,                0.69438,                0.41847,                 1.3745,                   1.11,                  1.156,              0.0064162,              0.0064162,              0.0064162
                    183,                0.77448,                0.37036,                0.82261,                0.75196,                0.63984,                0.69509,                0.41821,                 1.3756,                 1.1165,                 1.1517,              0.0063964,              0.0063964,              0.0063964
                    184,                0.76606,                0.36644,                0.82433,                0.75067,                0.63907,                0.69698,                0.41872,                 1.3743,                 1.1041,                 1.1504,              0.0063766,              0.0063766,              0.0063766
                    185,                  0.763,                0.36625,                0.82113,                0.75714,                 0.6363,                0.69672,                0.41888,                 1.3755,                 1.1189,                 1.1507,              0.0063568,              0.0063568,              0.0063568
                    186,                0.77227,                0.36885,                0.82119,                0.75138,                0.63895,                0.69217,                0.41799,                 1.3708,                  1.099,                  1.148,               0.006337,               0.006337,               0.006337
                    187,                0.76051,                0.36626,                0.82082,                 0.7399,                0.65066,                0.69542,                0.41714,                  1.374,                 1.1101,                 1.1508,              0.0063172,              0.0063172,              0.0063172
                    188,                0.75535,                0.36255,                0.82039,                0.71387,                0.67145,                  0.696,                0.41966,                 1.3736,                 1.0965,                 1.1549,              0.0062974,              0.0062974,              0.0062974
                    189,                0.75412,                0.36157,                 0.8224,                0.74015,                0.65062,                0.69522,                0.41791,                 1.3726,                 1.0951,                 1.1547,              0.0062776,              0.0062776,              0.0062776
                    190,                0.75287,                0.36283,                0.82212,                0.72778,                0.65626,                0.68668,                0.41273,                 1.3778,                 1.1297,                 1.1556,              0.0062578,              0.0062578,              0.0062578
                    191,                0.74781,                0.35883,                0.82053,                 0.7243,                0.65079,                 0.6843,                0.41256,                 1.3767,                  1.126,                 1.1555,               0.006238,               0.006238,               0.006238
                    192,                0.75847,                0.36295,                0.82073,                 0.7266,                 0.6445,                 0.6849,                0.41303,                 1.3722,                 1.1222,                 1.1539,              0.0062182,              0.0062182,              0.0062182
                    193,                 0.7604,                0.36509,                0.82091,                0.72403,                0.64898,                0.68654,                0.41416,                 1.3722,                 1.1257,                 1.1523,              0.0061984,              0.0061984,              0.0061984
                    194,                0.74125,                0.35651,                0.81858,                0.73902,                0.64287,                0.68129,                0.41207,                 1.3735,                 1.1225,                 1.1491,              0.0061786,              0.0061786,              0.0061786
                    195,                0.74747,                0.36036,                0.82061,                0.74021,                0.64113,                0.68317,                0.41333,                   1.37,                 1.1034,                 1.1431,              0.0061588,              0.0061588,              0.0061588
                    196,                0.73535,                0.35512,                0.81907,                0.72365,                0.64737,                0.68425,                 0.4138,                 1.3688,                 1.1042,                 1.1445,               0.006139,               0.006139,               0.006139
                    197,                0.74471,                0.35787,                0.81892,                0.72216,                0.65314,                0.68957,                0.41667,                 1.3667,                 1.0927,                 1.1444,              0.0061192,              0.0061192,              0.0061192
                    198,                0.74109,                0.35768,                0.81926,                0.74347,                0.63939,                0.69181,                0.41894,                 1.3663,                 1.1012,                 1.1446,              0.0060994,              0.0060994,              0.0060994
                    199,                0.73631,                0.35628,                0.81987,                0.75353,                 0.6313,                0.69467,                0.41936,                 1.3695,                 1.1054,                 1.1482,              0.0060796,              0.0060796,              0.0060796
                    200,                0.73255,                0.35143,                 0.8194,                0.74363,                0.64981,                0.69742,                0.42154,                 1.3641,                 1.0894,                 1.1503,              0.0060598,              0.0060598,              0.0060598
                    201,                0.73761,                0.35567,                0.81921,                0.73626,                0.64939,                0.69355,                0.42012,                 1.3618,                 1.0837,                 1.1493,                0.00604,                0.00604,                0.00604
                    202,                 0.7329,                0.35304,                 0.8188,                0.73771,                0.64955,                0.69522,                0.41988,                 1.3621,                  1.077,                 1.1476,              0.0060202,              0.0060202,              0.0060202
                    203,                 0.7385,                0.35468,                0.81899,                0.72919,                0.65163,                0.69479,                0.41814,                 1.3584,                 1.0874,                 1.1429,              0.0060004,              0.0060004,              0.0060004
                    204,                0.73664,                 0.3533,                0.81769,                 0.7222,                0.66043,                  0.695,                0.41863,                 1.3607,                 1.0911,                 1.1447,              0.0059806,              0.0059806,              0.0059806
                    205,                0.72627,                0.34906,                0.81664,                0.73379,                0.65199,                0.69479,                0.41772,                 1.3625,                 1.1129,                 1.1444,              0.0059608,              0.0059608,              0.0059608
                    206,                0.72474,                0.34971,                0.81687,                0.71965,                0.65726,                0.69375,                0.41681,                  1.363,                 1.1075,                 1.1472,               0.005941,               0.005941,               0.005941
                    207,                0.72093,                0.34659,                0.81744,                0.75992,                0.62879,                0.69257,                0.41675,                 1.3669,                 1.1065,                 1.1516,              0.0059212,              0.0059212,              0.0059212
                    208,                0.72904,                0.34892,                 0.8175,                0.72703,                0.65275,                0.69265,                0.41713,                 1.3668,                 1.1104,                 1.1533,              0.0059014,              0.0059014,              0.0059014
                    209,                0.71821,                0.34576,                0.81702,                0.75953,                0.62472,                0.68754,                0.41468,                 1.3678,                 1.1263,                 1.1536,              0.0058816,              0.0058816,              0.0058816
                    210,                0.72551,                0.34725,                0.81649,                0.75544,                0.63207,                0.69037,                0.41611,                 1.3666,                 1.1159,                 1.1522,              0.0058618,              0.0058618,              0.0058618
                    211,                0.71982,                0.34617,                0.81675,                0.74109,                0.64073,                0.69217,                0.41867,                 1.3663,                 1.1161,                 1.1509,               0.005842,               0.005842,               0.005842
                    212,                0.71571,                0.34574,                0.81552,                0.75686,                0.63224,                0.69438,                0.42088,                 1.3669,                 1.1045,                  1.152,              0.0058222,              0.0058222,              0.0058222
                    213,                0.71059,                 0.3432,                0.81494,                0.72751,                0.65711,                0.69753,                0.42314,                 1.3681,                 1.1021,                 1.1521,              0.0058024,              0.0058024,              0.0058024
                    214,                0.71919,                0.34658,                0.81795,                0.76436,                0.63073,                0.69687,                0.42325,                 1.3697,                 1.1117,                 1.1527,              0.0057826,              0.0057826,              0.0057826
                    215,                0.72034,                0.34681,                0.81616,                0.73001,                0.65629,                0.69595,                0.42147,                 1.3733,                 1.1282,                 1.1561,              0.0057628,              0.0057628,              0.0057628
                    216,                0.71271,                0.34273,                 0.8163,                0.73272,                0.65897,                0.69776,                0.42192,                 1.3707,                 1.1285,                 1.1536,               0.005743,               0.005743,               0.005743
                    217,                0.70832,                0.34155,                0.81317,                  0.731,                0.66295,                0.69669,                0.42259,                 1.3689,                 1.1183,                 1.1519,              0.0057232,              0.0057232,              0.0057232
                    218,                0.70413,                0.33932,                0.81453,                0.73538,                0.65646,                0.69661,                0.42224,                  1.369,                 1.1216,                  1.154,              0.0057034,              0.0057034,              0.0057034
                    219,                0.71191,                 0.3427,                0.81438,                0.75613,                0.64192,                0.69727,                0.42271,                 1.3698,                 1.1174,                 1.1567,              0.0056836,              0.0056836,              0.0056836
                    220,                0.70796,                0.34206,                0.81502,                 0.7486,                0.65078,                0.70039,                0.42337,                 1.3675,                 1.1149,                 1.1556,              0.0056638,              0.0056638,              0.0056638
                    221,                0.70721,                0.34048,                0.81396,                0.75034,                0.64278,                0.69784,                0.42395,                 1.3676,                 1.1177,                 1.1554,               0.005644,               0.005644,               0.005644
                    222,                 0.7071,                0.34151,                0.81472,                0.74932,                0.64568,                0.69832,                0.42313,                 1.3718,                 1.1247,                 1.1574,              0.0056242,              0.0056242,              0.0056242
                    223,                0.71756,                0.34445,                0.81419,                0.73139,                0.65807,                0.70013,                0.42307,                 1.3688,                 1.1125,                 1.1527,              0.0056044,              0.0056044,              0.0056044
                    224,                0.70266,                0.34006,                0.81341,                0.74847,                0.65348,                0.69996,                0.42197,                 1.3683,                 1.1254,                 1.1514,              0.0055846,              0.0055846,              0.0055846
                    225,                0.70198,                0.33986,                0.81317,                0.74591,                0.65105,                0.69696,                0.42122,                 1.3654,                 1.1275,                 1.1502,              0.0055648,              0.0055648,              0.0055648
                    226,                0.69916,                 0.3388,                0.81442,                0.74916,                0.64327,                0.69673,                0.42176,                 1.3639,                 1.1241,                 1.1504,               0.005545,               0.005545,               0.005545
                    227,                 0.6929,                0.33557,                0.81201,                0.71692,                0.66162,                0.69593,                0.42096,                 1.3654,                 1.1259,                 1.1508,              0.0055252,              0.0055252,              0.0055252
                    228,                0.68943,                0.33423,                 0.8122,                0.77118,                0.62829,                0.69859,                0.42352,                 1.3659,                 1.1205,                 1.1524,              0.0055054,              0.0055054,              0.0055054
                    229,                0.69461,                0.33705,                0.81257,                0.75061,                0.63839,                0.69885,                0.42438,                 1.3652,                 1.1265,                 1.1529,              0.0054856,              0.0054856,              0.0054856
                    230,                0.69234,                0.33459,                0.81183,                0.74681,                0.63539,                0.69538,                 0.4229,                 1.3628,                 1.1331,                 1.1549,              0.0054658,              0.0054658,              0.0054658
                    231,                0.68599,                 0.3311,                0.81304,                0.74511,                0.64194,                0.69663,                0.42376,                 1.3602,                 1.1273,                 1.1535,               0.005446,               0.005446,               0.005446
                    232,                0.69238,                0.33551,                0.81179,                 0.7646,                0.62402,                0.69524,                0.42414,                 1.3603,                 1.1224,                 1.1522,              0.0054262,              0.0054262,              0.0054262
                    233,                0.68353,                0.33299,                0.81366,                0.74929,                0.63708,                0.69522,                0.42426,                 1.3631,                 1.1245,                 1.1554,              0.0054064,              0.0054064,              0.0054064
                    234,                0.69283,                0.33464,                0.81359,                0.74656,                0.64047,                0.69754,                0.42582,                 1.3622,                 1.1203,                 1.1553,              0.0053866,              0.0053866,              0.0053866
                    235,                0.68049,                0.32965,                0.81295,                0.75462,                0.63225,                0.69703,                0.42546,                 1.3631,                 1.1177,                 1.1572,              0.0053668,              0.0053668,              0.0053668
                    236,                0.68809,                0.33226,                 0.8143,                 0.7351,                0.65337,                0.70037,                0.42661,                 1.3634,                 1.1123,                 1.1581,               0.005347,               0.005347,               0.005347
                    237,                0.68708,                0.33204,                0.81041,                 0.7387,                0.64692,                0.69717,                0.42538,                 1.3647,                 1.1162,                 1.1604,              0.0053272,              0.0053272,              0.0053272
                    238,                0.67569,                0.32758,                0.81093,                0.74267,                0.63762,                0.69624,                0.42477,                 1.3662,                 1.1257,                  1.163,              0.0053074,              0.0053074,              0.0053074
                    239,                0.67522,                0.32662,                0.81043,                0.74503,                0.64119,                0.69603,                0.42516,                 1.3648,                 1.1231,                 1.1623,              0.0052876,              0.0052876,              0.0052876
                    240,                0.67609,                0.32852,                0.81042,                0.74258,                0.64043,                0.69667,                0.42462,                 1.3637,                 1.1257,                 1.1614,              0.0052678,              0.0052678,              0.0052678
                    241,                0.67088,                 0.3272,                0.80987,                0.73612,                0.64497,                 0.6951,                0.42371,                 1.3648,                 1.1218,                 1.1619,               0.005248,               0.005248,               0.005248
                    242,                0.67862,                0.32757,                0.81032,                0.75545,                0.63382,                0.69427,                0.42379,                  1.364,                 1.1241,                  1.161,              0.0052282,              0.0052282,              0.0052282
                    243,                0.67014,                0.32493,                0.81013,                0.74084,                0.64341,                0.69253,                0.42329,                 1.3612,                 1.1216,                 1.1598,              0.0052084,              0.0052084,              0.0052084
                    244,                0.66519,                0.32375,                0.80879,                0.75804,                0.62818,                0.69209,                0.42317,                 1.3607,                 1.1226,                 1.1581,              0.0051886,              0.0051886,              0.0051886
                    245,                 0.6742,                0.32787,                0.80842,                0.73543,                0.64411,                 0.6913,                0.42375,                 1.3592,                 1.1215,                 1.1578,              0.0051688,              0.0051688,              0.0051688
                    246,                0.67014,                0.32506,                0.81029,                0.75197,                0.63381,                0.69158,                 0.4235,                 1.3599,                 1.1243,                 1.1584,               0.005149,               0.005149,               0.005149
                    247,                0.67172,                 0.3272,                0.81031,                0.74957,                0.63524,                0.68981,                0.42272,                  1.359,                 1.1224,                 1.1562,              0.0051292,              0.0051292,              0.0051292
                    248,                0.66215,                 0.3217,                 0.8105,                0.76007,                0.62677,                0.69108,                0.42319,                 1.3585,                 1.1192,                 1.1558,              0.0051094,              0.0051094,              0.0051094
                    249,                0.65922,                0.32007,                0.80753,                0.76007,                0.62842,                0.69347,                 0.4237,                 1.3587,                 1.1142,                 1.1573,              0.0050896,              0.0050896,              0.0050896
                    250,                0.67091,                0.32544,                0.81024,                0.73285,                0.64642,                0.69721,                0.42644,                 1.3571,                 1.1131,                 1.1575,              0.0050698,              0.0050698,              0.0050698
                    251,                0.66259,                0.32075,                0.80865,                0.73989,                0.64438,                0.69698,                0.42586,                 1.3575,                 1.1146,                  1.158,                0.00505,                0.00505,                0.00505
                    252,                0.66075,                0.32014,                0.81005,                0.73972,                0.64464,                0.69633,                0.42623,                 1.3579,                 1.1169,                 1.1585,              0.0050302,              0.0050302,              0.0050302
                    253,                0.65742,                0.31894,                0.80889,                0.74537,                0.63707,                0.69503,                0.42591,                 1.3584,                 1.1184,                 1.1594,              0.0050104,              0.0050104,              0.0050104
                    254,                0.66199,                0.32042,                0.80825,                0.74539,                0.63895,                0.69432,                0.42469,                 1.3586,                 1.1208,                 1.1596,              0.0049906,              0.0049906,              0.0049906
                    255,                0.66215,                0.32131,                 0.8087,                0.73957,                0.64854,                0.69444,                0.42523,                 1.3575,                 1.1185,                 1.1599,              0.0049708,              0.0049708,              0.0049708
                    256,                0.65805,                0.31915,                0.80805,                0.73629,                0.64853,                0.69579,                0.42552,                 1.3585,                 1.1261,                 1.1597,               0.004951,               0.004951,               0.004951
                    257,                0.65703,                0.31928,                0.80612,                 0.7442,                 0.6426,                0.69625,                0.42611,                 1.3586,                 1.1298,                 1.1591,              0.0049312,              0.0049312,              0.0049312
                    258,                0.64907,                0.31589,                0.80666,                0.74736,                0.63512,                0.69578,                 0.4268,                 1.3572,                 1.1306,                 1.1574,              0.0049114,              0.0049114,              0.0049114
                    259,                0.64295,                0.31396,                0.80657,                0.74313,                0.63765,                0.69624,                0.42716,                 1.3561,                 1.1294,                 1.1565,              0.0048916,              0.0048916,              0.0048916
                    260,                0.64554,                0.31475,                0.80654,                0.73774,                0.64492,                0.69689,                0.42684,                  1.355,                 1.1264,                 1.1536,              0.0048718,              0.0048718,              0.0048718
                    261,                 0.6483,                0.31495,                0.80601,                0.74255,                0.64128,                0.69734,                0.42631,                 1.3537,                 1.1283,                 1.1527,               0.004852,               0.004852,               0.004852
                    262,                0.65531,                0.31905,                0.80697,                0.76638,                 0.6222,                0.69714,                0.42647,                 1.3535,                 1.1303,                  1.151,              0.0048322,              0.0048322,              0.0048322
                    263,                0.64843,                0.31713,                0.80665,                0.74553,                0.63846,                0.69772,                0.42698,                 1.3542,                 1.1311,                 1.1507,              0.0048124,              0.0048124,              0.0048124
                    264,                0.63913,                0.31176,                0.80499,                0.72792,                0.64928,                0.69804,                0.42681,                 1.3546,                 1.1362,                 1.1511,              0.0047926,              0.0047926,              0.0047926
                    265,                0.64492,                0.31406,                 0.8049,                0.73329,                0.64678,                0.69754,                0.42625,                  1.353,                 1.1373,                 1.1498,              0.0047728,              0.0047728,              0.0047728
                    266,                0.64633,                0.31366,                0.80627,                0.73992,                0.64008,                0.69654,                 0.4265,                  1.352,                 1.1351,                 1.1509,               0.004753,               0.004753,               0.004753
                    267,                0.63851,                0.31015,                 0.8071,                0.73915,                0.63961,                0.69575,                0.42715,                 1.3507,                 1.1378,                  1.151,              0.0047332,              0.0047332,              0.0047332
                    268,                0.64631,                0.31368,                0.80695,                0.74058,                0.64029,                0.69707,                0.42827,                 1.3488,                 1.1306,                 1.1512,              0.0047134,              0.0047134,              0.0047134
                    269,                0.63739,                0.31139,                0.80558,                0.73697,                0.64303,                0.69652,                0.42786,                 1.3477,                 1.1321,                 1.1513,              0.0046936,              0.0046936,              0.0046936
                    270,                0.63112,                0.30866,                0.80714,                 0.7338,                0.64549,                0.69701,                0.42906,                 1.3467,                   1.13,                 1.1513,              0.0046738,              0.0046738,              0.0046738
                    271,                 0.6356,                0.30932,                 0.8053,                0.73335,                0.64875,                0.69851,                0.42954,                 1.3468,                 1.1272,                 1.1514,               0.004654,               0.004654,               0.004654
                    272,                0.63073,                0.30877,                0.80406,                0.72988,                0.64921,                0.69857,                0.42985,                 1.3466,                 1.1277,                 1.1508,              0.0046342,              0.0046342,              0.0046342
                    273,                0.63271,                0.30898,                0.80294,                0.72555,                0.65024,                0.69843,                0.43001,                 1.3464,                 1.1282,                 1.1507,              0.0046144,              0.0046144,              0.0046144
                    274,                0.63279,                0.30926,                0.80508,                0.74355,                0.63628,                 0.6984,                0.42932,                 1.3474,                 1.1316,                 1.1515,              0.0045946,              0.0045946,              0.0045946
                    275,                0.62961,                0.30696,                0.80485,                0.73621,                0.64225,                 0.6972,                0.42853,                  1.346,                 1.1339,                 1.1513,              0.0045748,              0.0045748,              0.0045748
                    276,                0.62111,                 0.3034,                0.80391,                0.73437,                0.64444,                0.69787,                0.42864,                 1.3454,                 1.1335,                 1.1511,               0.004555,               0.004555,               0.004555
                    277,                0.62053,                0.30378,                0.80241,                0.72221,                0.65149,                0.69758,                0.42884,                 1.3457,                 1.1339,                  1.152,              0.0045352,              0.0045352,              0.0045352
                    278,                0.62842,                0.30732,                0.80609,                 0.7209,                0.65074,                0.69702,                0.42895,                 1.3469,                 1.1342,                 1.1532,              0.0045154,              0.0045154,              0.0045154
                    279,                0.62581,                0.30641,                 0.8046,                0.71658,                0.65464,                0.69717,                0.42806,                  1.347,                 1.1379,                 1.1536,              0.0044956,              0.0044956,              0.0044956
                    280,                0.63038,                0.30846,                0.80434,                0.76881,                 0.6142,                0.69792,                0.42892,                 1.3471,                 1.1421,                 1.1544,              0.0044758,              0.0044758,              0.0044758
                    281,                0.61964,                 0.3032,                0.80553,                0.71335,                0.65531,                0.69849,                0.42871,                 1.3484,                 1.1452,                 1.1553,               0.004456,               0.004456,               0.004456
                    282,                0.61759,                0.30258,                0.80356,                0.71359,                0.65754,                0.69866,                0.42906,                 1.3488,                 1.1482,                 1.1559,              0.0044362,              0.0044362,              0.0044362
                    283,                0.61675,                0.30262,                0.80431,                0.70898,                0.66152,                0.69827,                0.42834,                   1.35,                 1.1487,                 1.1573,              0.0044164,              0.0044164,              0.0044164
                    284,                0.62035,                0.30412,                0.80374,                 0.7109,                0.66162,                0.69848,                 0.4285,                 1.3504,                 1.1496,                 1.1573,              0.0043966,              0.0043966,              0.0043966
                    285,                 0.6181,                0.30227,                0.80202,                0.71386,                0.65822,                0.69763,                0.42845,                 1.3508,                 1.1479,                 1.1577,              0.0043768,              0.0043768,              0.0043768
                    286,                0.61579,                0.30214,                0.80355,                0.71644,                0.65754,                0.69723,                 0.4285,                  1.352,                 1.1539,                 1.1582,               0.004357,               0.004357,               0.004357
                    287,                 0.6213,                0.30335,                0.80362,                  0.715,                 0.6565,                0.69714,                0.42826,                 1.3525,                 1.1597,                 1.1588,              0.0043372,              0.0043372,              0.0043372
                    288,                0.61287,                0.30061,                0.80332,                0.70968,                0.66275,                0.69873,                0.42839,                 1.3519,                 1.1592,                 1.1591,              0.0043174,              0.0043174,              0.0043174
                    289,                0.61678,                0.30211,                0.80343,                0.70845,                0.66318,                0.69816,                0.42864,                 1.3526,                 1.1596,                 1.1591,              0.0042976,              0.0042976,              0.0042976
                    290,                0.60956,                0.29915,                0.80211,                0.71352,                0.65483,                0.69704,                 0.4286,                 1.3521,                 1.1607,                 1.1586,              0.0042778,              0.0042778,              0.0042778
                    291,                 0.6095,                0.29945,                0.80133,                 0.7116,                0.65498,                0.69737,                0.42884,                 1.3521,                 1.1644,                 1.1582,               0.004258,               0.004258,               0.004258
                    292,                0.61265,                0.30144,                0.80187,                0.74398,                0.63158,                 0.6982,                0.42907,                 1.3526,                 1.1644,                 1.1576,              0.0042382,              0.0042382,              0.0042382
                    293,                 0.6033,                0.29708,                0.80242,                0.74641,                0.63173,                0.69843,                0.42967,                 1.3528,                 1.1683,                 1.1575,              0.0042184,              0.0042184,              0.0042184
                    294,                0.60525,                0.29861,                0.80241,                0.71584,                0.65533,                0.69866,                0.42919,                 1.3538,                 1.1739,                 1.1577,              0.0041986,              0.0041986,              0.0041986
                    295,                 0.6039,                0.29688,                0.80145,                0.75005,                0.62925,                0.69875,                0.42954,                 1.3531,                 1.1712,                 1.1568,              0.0041788,              0.0041788,              0.0041788
                    296,                0.60347,                0.29585,                0.80068,                 0.7593,                 0.6232,                0.69854,                0.42936,                  1.353,                 1.1685,                 1.1573,               0.004159,               0.004159,               0.004159
                    297,                0.59583,                0.29333,                0.80193,                0.75957,                0.62309,                0.69721,                0.42959,                 1.3533,                 1.1703,                  1.158,              0.0041392,              0.0041392,              0.0041392
                    298,                0.60141,                0.29498,                0.80083,                0.76123,                 0.6257,                0.69775,                0.42925,                 1.3538,                 1.1716,                 1.1587,              0.0041194,              0.0041194,              0.0041194
                    299,                 0.5941,                 0.2928,                 0.8018,                0.76003,                0.62512,                0.69676,                0.42863,                  1.354,                 1.1715,                 1.1591,              0.0040996,              0.0040996,              0.0040996
                    300,                0.60586,                 0.2976,                0.80199,                0.74722,                0.63693,                0.69706,                0.42837,                 1.3536,                 1.1699,                 1.1594,              0.0040798,              0.0040798,              0.0040798
                    301,                0.60223,                0.29441,                0.80122,                0.74556,                0.63892,                0.69725,                0.42852,                 1.3545,                 1.1722,                 1.1599,                0.00406,                0.00406,                0.00406
                    302,                0.60466,                0.29731,                0.80139,                0.75301,                0.63004,                0.69721,                0.42827,                  1.354,                 1.1706,                 1.1608,              0.0040402,              0.0040402,              0.0040402
                    303,                0.60009,                0.29483,                0.79975,                0.74254,                0.63916,                0.69712,                 0.4281,                 1.3534,                 1.1727,                 1.1605,              0.0040204,              0.0040204,              0.0040204
                    304,                0.59236,                0.29225,                0.80166,                0.73898,                0.64258,                0.69704,                0.42836,                 1.3522,                  1.175,                 1.1603,              0.0040006,              0.0040006,              0.0040006
                    305,                0.60091,                0.29466,                0.80088,                0.74433,                0.63812,                0.69744,                0.42834,                 1.3519,                 1.1759,                  1.161,              0.0039808,              0.0039808,              0.0039808
                    306,                0.59189,                0.29181,                0.80166,                0.74505,                0.64041,                0.69696,                0.42864,                 1.3518,                 1.1757,                  1.161,               0.003961,               0.003961,               0.003961
                    307,                 0.5893,                0.29038,                0.80087,                0.74503,                 0.6413,                  0.697,                0.42828,                 1.3516,                 1.1719,                 1.1618,              0.0039412,              0.0039412,              0.0039412
                    308,                0.58896,                0.29051,                0.79991,                0.74549,                0.64202,                0.69721,                0.42824,                 1.3515,                 1.1706,                 1.1623,              0.0039214,              0.0039214,              0.0039214
                    309,                0.58973,                0.29024,                0.80039,                 0.7429,                0.64176,                0.69725,                0.42768,                 1.3515,                 1.1718,                 1.1627,              0.0039016,              0.0039016,              0.0039016
                    310,                0.58637,                0.29018,                0.80101,                0.74515,                0.64016,                0.69775,                0.42818,                  1.351,                 1.1719,                 1.1624,              0.0038818,              0.0038818,              0.0038818
